cluster1 cluster2
SaCNR921_PL.contig_0.region002 SpCNY202_SC.contig_6.region001
SaCNX481_PM.contig_4.region001 SpCNY202_SC.contig_6.region001
SaCNH964_SC.contig_46.region001 SpCNY202_SC.contig_1.region001
SaCNH964_SC.contig_25.region001 SpCNY202_SC.contig_63.region001
SaCNH964_SC.contig_15.region001 SpCNY202_SC.contig_6.region001
SaCNH905_BA.contig_30.region001 SpCNY202_SC.contig_6.region001
SpDSM45543_FJ.contig_0.region019 SpCNY239_FJ.contig_52.region001
SpCNS055_PL.contig_0.region009 SpCNY239_FJ.contig_48.region001
SpCNS055_PL.contig_8.region001 SpCNY239_FJ.contig_10.region001
SpCNS055_PL.contig_1.region001 SpCNY239_FJ.contig_0.region002
SaCNB458_BA.contig_27.region001 SpCNY239_FJ.contig_45.region001
SaCNS243_PL.contig_18.region001 SpCNY239_FJ.contig_52.region001
SpCNS055_PL.contig_5.region001 SpCNY239_FJ.contig_8.region001
SaCNX481_PM.contig_13.region001 SpCNY239_FJ.contig_52.region001
SaCNB527_BA.contig_24.region001 SpCNY239_FJ.contig_45.region001
StCNB536_BA.contig_37.region001 SpCNY239_FJ.contig_52.region001
SpCNS055_PL.contig_0.region004 SpCNY239_FJ.contig_6.region002
StCNB536_BA.contig_35.region001 SpCNY239_FJ.contig_20.region001
SaCNH905_BA.contig_15.region001 SpCNY239_FJ.contig_45.region001
SaCNS299_PL.contig_33.region001 SpCNY239_FJ.contig_52.region001
StCNR699_BA.contig_11.region001 SpCNY239_FJ.contig_52.region001
SpCNS055_PL.contig_8.region001 SpCNY330_SC.contig_6.region001
SaCNB458_BA.contig_27.region001 SpCNY330_SC.contig_37.region001
SpCNS055_PL.contig_1.region001 SpCNY330_SC.contig_2.region002
SaCNB527_BA.contig_24.region001 SpCNY330_SC.contig_37.region001
SaCNH905_BA.contig_15.region001 SpCNY330_SC.contig_37.region001
SpCNS055_PL.contig_5.region001 SpCNY330_SC.contig_5.region001
SaCNH996B_SC.contig_77.region001 SpCNY331_SC.contig_83.region001
SpCNS055_PL.contig_5.region001 SpCNY331_SC.contig_8.region001
SaCNT005_FJ.contig_36.region001 SpCNY331_SC.contig_83.region001
SaCNS299_PL.contig_24.region001 SpCNY331_SC.contig_83.region001
SaDSM45545_FJ.contig_0.region014 SpCNY331_SC.contig_38.region001
SaCNT005_FJ.contig_27.region001 SpCNY331_SC.contig_38.region001
SaCNS296_PL.contig_26.region001 SpCNY331_SC.contig_83.region001
SpCNS055_PL.contig_1.region001 SpCNY331_SC.contig_3.region001
SaCNB527_BA.contig_24.region001 SpCNY331_SC.contig_18.region001
SaCNB458_BA.contig_27.region001 SpCNY331_SC.contig_18.region001
SaCNH996_SC.contig_71.region001 SpCNY331_SC.contig_83.region001
SaCNS848_FJ.contig_36.region001 SpCNY331_SC.contig_83.region001
SaCNS299_PL.contig_21.region001 SpCNY331_SC.contig_38.region001
SaCNH996_SC.contig_40.region001 SpCNY331_SC.contig_38.region001
SaDSM45545_FJ.contig_0.region014 SpCNY331_SC.contig_83.region001
SaCNS848_FJ.contig_25.region001 SpCNY331_SC.contig_38.region001
SaCNH905_BA.contig_15.region001 SpCNY331_SC.contig_18.region001
SpCNT029_FJ.contig_7.region001 SpCNY331_SC.contig_3.region001
SaCNH996B_SC.contig_42.region001 SpCNY331_SC.contig_38.region001
SpDSM45547_FJ.contig_0.region010 SpCNY331_SC.contig_3.region001
SaCNS296_PL.contig_16.region001 SpCNY331_SC.contig_38.region001
SpCNS055_PL.contig_8.region001 SpCNY363_SC.contig_8.region001
SpCNT029_FJ.contig_0.region007 SpCNY363_SC.contig_18.region001
SaCNS296_PL.contig_26.region001 SpCNY363_SC.contig_73.region001
SaCNH996B_SC.contig_77.region001 SpCNY363_SC.contig_73.region001
SaCNB458_BA.contig_27.region001 SpCNY363_SC.contig_39.region001
SaCNS051_PL.contig_36.region001 SpCNY363_SC.contig_33.region001
SpCNS801_FJ.contig_7.region001 SpCNY363_SC.contig_8.region001
SaCNS299_PL.contig_24.region001 SpCNY363_SC.contig_73.region001
SaCNH996_SC.contig_71.region001 SpCNY363_SC.contig_73.region001
SpDSM45548_FJ.contig_1.region012 SpCNY363_SC.contig_8.region001
SaCNH996B_SC.contig_42.region001 SpCNY363_SC.contig_32.region001
SpCNS055_PL.contig_1.region001 SpCNY363_SC.contig_3.region002
SaCNT005_FJ.contig_36.region001 SpCNY363_SC.contig_73.region001
SaCNP105_SC.contig_25.region001 SpCNY363_SC.contig_33.region001
SpCNS055_PL.contig_5.region001 SpCNY363_SC.contig_4.region001
SpCNT029_FJ.contig_7.region001 SpCNY363_SC.contig_3.region002
SaCNH964_SC.contig_25.region001 SpCNY363_SC.contig_33.region001
SaCNT005_FJ.contig_27.region001 SpCNY363_SC.contig_32.region001
SaDSM45545_FJ.contig_0.region014 SpCNY363_SC.contig_32.region001
SaDSM45545_FJ.contig_0.region014 SpCNY363_SC.contig_73.region001
SaCNB527_BA.contig_24.region001 SpCNY363_SC.contig_39.region001
SaCNS296_PL.contig_16.region001 SpCNY363_SC.contig_32.region001
SaCNH996_SC.contig_40.region001 SpCNY363_SC.contig_32.region001
SaCNS299_PL.contig_21.region001 SpCNY363_SC.contig_32.region001
SaCNH905_BA.contig_15.region001 SpCNY363_SC.contig_39.region001
SaCNS848_FJ.contig_25.region001 SpCNY363_SC.contig_32.region001
SpCNS055_PL.contig_0.region004 SpCNY363_SC.contig_18.region001
SpCNY202_SC.contig_63.region001 SpCNY363_SC.contig_33.region001
SaCNS848_FJ.contig_36.region001 SpCNY363_SC.contig_73.region001
SpDSM45547_FJ.contig_0.region010 SpCNY363_SC.contig_3.region002
SpCNR942_PL.contig_8.region002 SpCNY498_PV.contig_6.region001
StCNB536_BA.contig_35.region001 SpCNY498_PV.contig_3.region002
SaCNX482_PM.contig_32.region001 SpCNY498_PV.contig_5.region001
SpCNT029_FJ.contig_0.region007 SpCNY498_PV.contig_28.region001
SpDSM45543_FJ.contig_0.region019 SpCNY498_PV.contig_5.region001
SpCNT124_FJ.contig_15.region001 SpCNY498_PV.contig_26.region001
SpCNS055_PL.contig_5.region001 SpCNY498_PV.contig_9.region001
SpCNS055_PL.contig_0.region004 SpCNY498_PV.contig_28.region001
SpCNS055_PL.contig_1.region001 SpCNY498_PV.contig_2.region002
SaCNS299_PL.contig_33.region001 SpCNY498_PV.contig_5.region001
SaCNX481_PM.contig_13.region001 SpCNY498_PV.contig_5.region001
SpDSM45548_FJ.contig_1.region012 SpCNY498_PV.contig_8.region001
StCNS416_BA.contig_9.region001 SpCNY498_PV.contig_5.region001
SaCNB527_BA.contig_24.region001 SpCNY498_PV.contig_5.region001
SaCNH905_BA.contig_15.region001 SpCNY498_PV.contig_5.region001
SaCNB458_BA.contig_27.region001 SpCNY498_PV.contig_5.region001
SpDSM45547_FJ.contig_0.region010 SpCNY498_PV.contig_2.region002
SpCNT029_FJ.contig_7.region001 SpCNY498_PV.contig_2.region002
SaCNS243_PL.contig_18.region001 SpCNY498_PV.contig_5.region001
StCNR699_BA.contig_11.region001 SpCNY498_PV.contig_5.region001
SaCNR107_GU.contig_0.region002 SpCNY646_RS.contig_5.region001
SpCNY498_PV.contig_6.region001 SpCNY646_RS.contig_13.region001
SaCNH996_SC.contig_38.region001 SpCNY646_RS.contig_14.region002
SaDSM45545_FJ.contig_0.region024 SpCNY646_RS.contig_5.region001
SaCNS744_FJ.contig_1.region002 SpCNY646_RS.contig_5.region001
SaCNH963_SC.contig_3.region001 SpCNY646_RS.contig_5.region001
SaCNS205_PL.contig_0.region005 SpCNY646_RS.contig_5.region001
SaCNX508_PM.contig_3.region001 SpCNY646_RS.contig_5.region001
SaCNX481_PM.contig_4.region001 SpCNY646_RS.contig_5.region001
SaCNY231_FJ.contig_0.region001 SpCNY646_RS.contig_5.region001
SaCNS848_FJ.contig_2.region002 SpCNY646_RS.contig_5.region001
SaCNS673_FJ.contig_0.region001 SpCNY646_RS.contig_5.region001
SaCNY230_FJ.contig_14.region001 SpCNY646_RS.contig_5.region001
SaCNH996_SC.contig_6.region001 SpCNY646_RS.contig_5.region001
SaCNH941_SC.contig_35.region001 SpCNY646_RS.contig_5.region001
SaCNS051_PL.contig_5.region001 SpCNY646_RS.contig_5.region001
SaCNH996B_SC.contig_43.region001 SpCNY646_RS.contig_14.region002
SaCNH643_BA.contig_13.region001 SpCNY646_RS.contig_5.region001
SaCNB527_BA.contig_64.region001 SpCNY646_RS.contig_39.region001
SaCNX814_PM.contig_6.region001 SpCNY646_RS.contig_5.region001
SaCNT798_HI.contig_16.region001 SpCNY646_RS.contig_5.region001
SaCNS325_PL.contig_8.region001 SpCNY646_RS.contig_5.region001
SaCNP193_SC.contig_15.region001 SpCNY646_RS.contig_5.region001
SaCNQ748_GU.contig_4.region001 SpCNY646_RS.contig_5.region001
SpCNR942_PL.contig_8.region002 SpCNY646_RS.contig_13.region001
SaCNS299_PL.contig_8.region001 SpCNY646_RS.contig_5.region001
SaCNB527_BA.contig_41.region001 SpCNY646_RS.contig_40.region001
SaCNH718_RS.contig_7.region001 SpCNY646_RS.contig_5.region001
SaCNX891_PM.contig_6.region001 SpCNY646_RS.contig_5.region001
SaCNT799_HI.contig_2.region004 SpCNY646_RS.contig_5.region001
SaCNQ884_GU.contig_3.region001 SpCNY646_RS.contig_5.region001
SaCNH646_BA.contig_7.region003 SpCNY646_RS.contig_5.region001
SaCNR425_GU.contig_5.region002 SpCNY646_RS.contig_5.region001
SaCNT005_FJ.contig_1.region001 SpCNY646_RS.contig_5.region001
SaCNQ884_GU.contig_51.region001 SpCNY646_RS.contig_40.region001
SaCNS296_PL.contig_9.region001 SpCNY646_RS.contig_5.region001
SaCNY011_BA.contig_27.region001 SpCNY646_RS.contig_5.region001
SaCNP105_SC.contig_5.region002 SpCNY646_RS.contig_5.region001
SaCNQ884_GU.contig_55.region001 SpCNY646_RS.contig_39.region001
SaCNH962_SC.contig_7.region001 SpCNY646_RS.contig_5.region001
SaCNH713_RS.contig_0.region006 SpCNY646_RS.contig_5.region001
SaCNH877_BA.contig_10.region001 SpCNY646_RS.contig_5.region001
SaCNS342_FJ.contig_8.region001 SpCNY646_RS.contig_5.region001
SaCNH996B_SC.contig_15.region001 SpCNY646_RS.contig_5.region001
SaCNT800_HI.contig_7.region001 SpCNY646_RS.contig_5.region001
SaCNS820_FJ.contig_21.region001 SpCNY646_RS.contig_5.region001
SaCNH964_SC.contig_15.region001 SpCNY646_RS.contig_5.region001
SaCNR921_PL.contig_0.region002 SpCNY646_RS.contig_5.region001
SaCNH905_BA.contig_30.region001 SpCNY646_RS.contig_5.region001
SaCNS243_PL.contig_3.region001 SpCNY646_RS.contig_5.region001
SaCNX482_PM.contig_22.region001 SpCNY646_RS.contig_5.region001
SpDSM45544_FJ.contig_0.region013 SpCNY666_MD.contig_1.region002
SpCNS801_FJ.contig_0.region002 SpCNY666_MD.contig_17.region001
SpCNY330_SC.contig_5.region001 SpCNY666_MD.contig_8.region001
SpCNY363_SC.contig_3.region001 SpCNY666_MD.contig_0.region002
SpCNY239_FJ.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNS103_PL.contig_1.region002 SpCNY666_MD.contig_0.region001
SpDSM45548_FJ.contig_1.region012 SpCNY666_MD.contig_1.region002
SpCNR510_GU.contig_3.region001 SpCNY666_MD.contig_5.region001
SpCNS055_PL.contig_8.region001 SpCNY666_MD.contig_1.region002
SpDSM45544_FJ.contig_0.region009 SpCNY666_MD.contig_0.region001
SpCNR510_GU.contig_13.region001 SpCNY666_MD.contig_28.region001
SpCNQ768_GU.contig_12.region001 SpCNY666_MD.contig_8.region001
SpCNS801_FJ.contig_7.region001 SpCNY666_MD.contig_1.region002
SpCNT003_FJ.contig_42.region001 SpCNY666_MD.contig_0.region002
SpCNT003_FJ.contig_2.region001 SpCNY666_MD.contig_0.region001
SpDSM45544_FJ.contig_0.region020 SpCNY666_MD.contig_29.region001
SpCNY239_FJ.contig_0.region002 SpCNY666_MD.contig_0.region001
SpCNT001_FJ.contig_2.region001 SpCNY666_MD.contig_5.region001
SpDSM45547_FJ.contig_0.region016 SpCNY666_MD.contig_1.region001
SpCNY239_FJ.contig_17.region001 SpCNY666_MD.contig_28.region001
SpCNT133_FJ.contig_16.region001 SpCNY666_MD.contig_28.region001
SpCNR894_PL.contig_48.region001 SpCNY666_MD.contig_29.region001
SpCNR894_PL.contig_1.region001 SpCNY666_MD.contig_0.region001
SpCNY498_PV.contig_8.region001 SpCNY666_MD.contig_1.region002
SpCNT001_FJ.contig_31.region001 SpCNY666_MD.contig_36.region001
SpCNS103_PL.contig_4.region001 SpCNY666_MD.contig_5.region001
SpCNR909_PL.contig_53.region001 SpCNY666_MD.contig_29.region001
SpCNR114_GU.contig_11.region001 SpCNY666_MD.contig_0.region002
SpDSM45547_FJ.contig_0.region022 SpCNY666_MD.contig_29.region001
SpCNR894_PL.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNY239_FJ.contig_10.region001 SpCNY666_MD.contig_1.region002
SpCNR114_GU.contig_2.region001 SpCNY666_MD.contig_5.region001
SpCNT003_FJ.contig_48.region001 SpCNY666_MD.contig_29.region001
SpDSM45543_FJ.contig_0.region010 SpCNY666_MD.contig_1.region001
SpCNT003_FJ.contig_6.region001 SpCNY666_MD.contig_1.region002
SpCNR114_GU.contig_33.region001 SpCNY666_MD.contig_29.region001
SpCNT029_FJ.contig_0.region005 SpCNY666_MD.contig_1.region001
SpCNY330_SC.contig_6.region001 SpCNY666_MD.contig_1.region002
SpCNT001_FJ.contig_11.region001 SpCNY666_MD.contig_0.region002
SpCNT001_FJ.contig_16.region001 SpCNY666_MD.contig_28.region001
SpDSM45544_FJ.contig_0.region018 SpCNY666_MD.contig_28.region001
SpCNQ768_GU.contig_6.region001 SpCNY666_MD.contig_29.region001
SpCNS103_PL.contig_47.region001 SpCNY666_MD.contig_29.region001
SpDSM45544_FJ.contig_0.region003 SpCNY666_MD.contig_5.region001
SpCNT131_FJ.contig_36.region001 SpCNY666_MD.contig_29.region001
SpCNY239_FJ.contig_0.region001 SpCNY666_MD.contig_0.region002
SpCNQ768_GU.contig_4.region001 SpCNY666_MD.contig_1.region002
SpCNY498_PV.contig_5.region001 SpCNY666_MD.contig_29.region001
SpCNT001_FJ.contig_5.region001 SpCNY666_MD.contig_0.region001
SpCNS860_FJ.contig_14.region001 SpCNY666_MD.contig_1.region001
SpCNT084_FJ.contig_7.region001 SpCNY666_MD.contig_1.region002
SaCNB527_BA.contig_24.region001 SpCNY666_MD.contig_29.region001
SpDSM45548_FJ.contig_1.region002 SpCNY666_MD.contig_17.region001
SpCNT124_FJ.contig_6.region001 SpCNY666_MD.contig_0.region002
SpCNT131_FJ.contig_8.region001 SpCNY666_MD.contig_1.region002
SpCNS103_PL.contig_1.region001 SpCNY666_MD.contig_0.region002
SpCNY330_SC.contig_2.region001 SpCNY666_MD.contig_0.region002
SpCNT131_FJ.contig_2.region002 SpCNY666_MD.contig_8.region001
SpCNH732_RS.contig_5.region001 SpCNY666_MD.contig_8.region001
SpCNY498_PV.contig_2.region002 SpCNY666_MD.contig_0.region001
SpCNY498_PV.contig_2.region001 SpCNY666_MD.contig_0.region002
SpCNY239_FJ.contig_45.region001 SpCNY666_MD.contig_29.region001
SpDSM45544_FJ.contig_0.region010 SpCNY666_MD.contig_0.region002
SpCNR909_PL.contig_10.region001 SpCNY666_MD.contig_0.region002
SpCNY331_SC.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNH732_RS.contig_1.region001 SpCNY666_MD.contig_28.region001
SpCNT045_FJ.contig_0.region001 SpCNY666_MD.contig_1.region001
SpCNR909_PL.contig_7.region001 SpCNY666_MD.contig_1.region002
SpDSM45544_FJ.contig_0.region014 SpCNY666_MD.contig_36.region001
SpCNY331_SC.contig_3.region001 SpCNY666_MD.contig_0.region001
SpCNY331_SC.contig_18.region001 SpCNY666_MD.contig_29.region001
SpCNH732_RS.contig_8.region001 SpCNY666_MD.contig_29.region001
SpCNT003_FJ.contig_28.region001 SpCNY666_MD.contig_28.region001
SpCNS055_PL.contig_5.region001 SpCNY666_MD.contig_8.region001
SpCNT001_FJ.contig_10.region001 SpCNY666_MD.contig_1.region002
SpCNY498_PV.contig_9.region001 SpCNY666_MD.contig_8.region001
SpCNT001_FJ.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNT131_FJ.contig_14.region001 SpCNY666_MD.contig_28.region001
SpCNT131_FJ.contig_6.region001 SpCNY666_MD.contig_36.region001
SpDSM45548_FJ.contig_1.region009 SpCNY666_MD.contig_8.region001
SpCNQ768_GU.contig_1.region001 SpCNY666_MD.contig_0.region002
SpCNY363_SC.contig_4.region001 SpCNY666_MD.contig_8.region001
SpCNS055_PL.contig_0.region007 SpCNY666_MD.contig_17.region001
SaCNH905_BA.contig_15.region001 SpCNY666_MD.contig_29.region001
SpCNR909_PL.contig_1.region001 SpCNY666_MD.contig_5.region001
SpCNR510_GU.contig_1.region002 SpCNY666_MD.contig_0.region001
SpCNT084_FJ.contig_17.region001 SpCNY666_MD.contig_28.region001
SpCNR894_PL.contig_9.region001 SpCNY666_MD.contig_1.region002
SpCNT001_FJ.contig_48.region001 SpCNY666_MD.contig_29.region001
SpCNQ768_GU.contig_24.region001 SpCNY666_MD.contig_36.region001
SpCNR114_GU.contig_6.region001 SpCNY666_MD.contig_1.region002
SpCNY498_PV.contig_15.region001 SpCNY666_MD.contig_36.region001
SpCNT131_FJ.contig_2.region001 SpCNY666_MD.contig_0.region002
SpCNR894_PL.contig_32.region001 SpCNY666_MD.contig_36.region001
SpCNS103_PL.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNR909_PL.contig_5.region001 SpCNY666_MD.contig_0.region001
SpCNS055_PL.contig_1.region001 SpCNY666_MD.contig_0.region001
SpCNY498_PV.contig_3.region001 SpCNY666_MD.contig_5.region001
SpCNR510_GU.contig_1.region001 SpCNY666_MD.contig_0.region002
SaCNB458_BA.contig_27.region001 SpCNY666_MD.contig_29.region001
SpCNY363_SC.contig_8.region001 SpCNY666_MD.contig_1.region002
SpCNR894_PL.contig_7.region001 SpCNY666_MD.contig_28.region001
SpCNR510_GU.contig_7.region001 SpCNY666_MD.contig_8.region001
SpDSM45548_FJ.contig_1.region008 SpCNY666_MD.contig_19.region001
SpCNT003_FJ.contig_8.region001 SpCNY666_MD.contig_8.region001
SpCNY363_SC.contig_39.region001 SpCNY666_MD.contig_29.region001
SpCNT029_FJ.contig_7.region001 SpCNY666_MD.contig_0.region001
SpCNS801_FJ.contig_1.region001 SpCNY666_MD.contig_8.region001
SpCNR510_GU.contig_34.region001 SpCNY666_MD.contig_36.region001
SpCNY330_SC.contig_37.region001 SpCNY666_MD.contig_29.region001
SpCNH732_RS.contig_2.region001 SpCNY666_MD.contig_0.region002
SpCNH732_RS.contig_22.region001 SpCNY666_MD.contig_36.region001
SpCNR510_GU.contig_37.region001 SpCNY666_MD.contig_29.region001
SpDSM45544_FJ.contig_0.region016 SpCNY666_MD.contig_8.region001
SpCNT131_FJ.contig_4.region001 SpCNY666_MD.contig_0.region001
SpCNS103_PL.contig_30.region001 SpCNY666_MD.contig_28.region001
SpCNR894_PL.contig_1.region002 SpCNY666_MD.contig_0.region002
SpCNS103_PL.contig_9.region001 SpCNY666_MD.contig_1.region002
SpCNY331_SC.contig_5.region001 SpCNY666_MD.contig_1.region002
SpCNH732_RS.contig_11.region001 SpCNY666_MD.contig_1.region002
SpCNR510_GU.contig_10.region001 SpCNY666_MD.contig_1.region002
SpCNT084_FJ.contig_6.region001 SpCNY666_MD.contig_5.region001
SpCNY363_SC.contig_3.region002 SpCNY666_MD.contig_0.region001
SpCNS996_FJ.contig_9.region002 SpCNY666_MD.contig_1.region001
SpCNH732_RS.contig_2.region002 SpCNY666_MD.contig_0.region001
SpCNQ768_GU.contig_1.region002 SpCNY666_MD.contig_0.region001
SpCNY239_FJ.contig_5.region001 SpCNY666_MD.contig_5.region001
SpCNY330_SC.contig_2.region002 SpCNY666_MD.contig_0.region001
SpCNS055_PL.contig_9.region001 SpCNY666_MD.contig_19.region001
SpCNR114_GU.contig_7.region001 SpCNY666_MD.contig_28.region001
SpCNY239_FJ.contig_31.region001 SpCNY666_MD.contig_36.region001
SpCNY331_SC.contig_24.region001 SpCNY666_MD.contig_0.region002
SpCNR909_PL.contig_12.region001 SpCNY666_MD.contig_8.region001
SpCNQ768_GU.contig_8.region001 SpCNY666_MD.contig_28.region001
SpDSM45547_FJ.contig_0.region010 SpCNY666_MD.contig_0.region001
SpCNT084_FJ.contig_2.region002 SpCNY666_MD.contig_0.region001
SpCNS055_PL.contig_4.region001 SpCNY673_MD.contig_5.region001
SpCNT133_FJ.contig_4.region001 SpCNY673_MD.contig_4.region001
SpDSM45548_FJ.contig_1.region012 SpCNY673_MD.contig_16.region001
SpCNT084_FJ.contig_15.region002 SpCNY673_MD.contig_25.region001
SpCNS801_FJ.contig_7.region001 SpCNY673_MD.contig_16.region001
SpCNR909_PL.contig_8.region002 SpCNY673_MD.contig_25.region001
SpCNT133_FJ.contig_8.region002 SpCNY673_MD.contig_25.region001
SpCNS055_PL.contig_8.region001 SpCNY673_MD.contig_16.region001
SpCNS055_PL.contig_0.region004 SpCNY673_MD.contig_25.region001
SpCNS055_PL.contig_1.region001 SpCNY673_MD.contig_4.region001
SpCNR114_GU.contig_6.region001 SpCNY673_MD.contig_16.region001
SpCNT003_FJ.contig_6.region001 SpCNY673_MD.contig_16.region001
SpCNT131_FJ.contig_4.region001 SpCNY673_MD.contig_4.region001
SpCNR909_PL.contig_7.region001 SpCNY673_MD.contig_16.region001
SpCNR510_GU.contig_1.region002 SpCNY673_MD.contig_4.region001
SpCNT084_FJ.contig_2.region002 SpCNY673_MD.contig_4.region001
SpCNS103_PL.contig_9.region001 SpCNY673_MD.contig_16.region001
SpCNR114_GU.contig_24.region001 SpCNY673_MD.contig_25.region001
SpCNQ768_GU.contig_1.region002 SpCNY673_MD.contig_4.region001
SpCNY666_MD.contig_1.region001 SpCNY673_MD.contig_37.region001
SpCNT133_FJ.contig_8.region002 SpCNY703_MD.contig_34.region001
SpCNS801_FJ.contig_7.region001 SpCNY703_MD.contig_5.region001
SpCNS055_PL.contig_1.region001 SpCNY703_MD.contig_1.region001
SpCNT133_FJ.contig_4.region001 SpCNY703_MD.contig_1.region001
SpCNR894_PL.contig_1.region001 SpCNY703_MD.contig_1.region001
SpCNS801_FJ.contig_16.region001 SpCNY703_MD.contig_34.region001
SpCNS055_PL.contig_0.region004 SpCNY703_MD.contig_34.region001
SpCNR909_PL.contig_8.region002 SpCNY703_MD.contig_34.region001
SpCNS103_PL.contig_1.region002 SpCNY703_MD.contig_1.region001
SpCNR114_GU.contig_6.region001 SpCNY703_MD.contig_5.region001
SpDSM45548_FJ.contig_1.region012 SpCNY703_MD.contig_5.region001
SpCNS055_PL.contig_4.region001 SpCNY703_MD.contig_8.region001
SpCNT084_FJ.contig_15.region002 SpCNY703_MD.contig_34.region001
SpCNR510_GU.contig_1.region002 SpCNY703_MD.contig_1.region001
SpDSM45548_FJ.contig_1.region005 SpCNY703_MD.contig_34.region001
SpCNR909_PL.contig_7.region001 SpCNY703_MD.contig_5.region001
SpCNQ768_GU.contig_1.region002 SpCNY703_MD.contig_1.region001
SpCNS103_PL.contig_9.region001 SpCNY703_MD.contig_5.region001
SpCNY666_MD.contig_1.region001 SpCNY703_MD.contig_39.region001
SpCNY331_SC.contig_3.region001 SpCNY703_MD.contig_1.region001
SpCNT084_FJ.contig_2.region002 SpCNY703_MD.contig_1.region001
SpCNY330_SC.contig_2.region002 SpCNY703_MD.contig_1.region001
SpCNY363_SC.contig_3.region002 SpCNY703_MD.contig_1.region001
SpCNR909_PL.contig_33.region001 SpDSM45543_FJ.contig_0.region019
SpCNR114_GU.contig_8.region001 SpDSM45543_FJ.contig_0.region005
SpCNS103_PL.contig_51.region001 SpDSM45543_FJ.contig_0.region019
SaCNS299_PL.contig_33.region001 SpDSM45543_FJ.contig_0.region019
SpCNS055_PL.contig_4.region001 SpDSM45543_FJ.contig_0.region001
SpCNS055_PL.contig_0.region004 SpDSM45543_FJ.contig_0.region012
SpCNS055_PL.contig_8.region001 SpDSM45543_FJ.contig_0.region003
StCNR699_BA.contig_11.region001 SpDSM45543_FJ.contig_0.region019
SaCNS243_PL.contig_18.region001 SpDSM45543_FJ.contig_0.region019
StCNB536_BA.contig_37.region001 SpDSM45543_FJ.contig_0.region019
SaCNX481_PM.contig_13.region001 SpDSM45543_FJ.contig_0.region019
SpCNT001_FJ.contig_35.region001 SpDSM45543_FJ.contig_0.region019
SpCNS055_PL.contig_1.region001 SpDSM45544_FJ.contig_0.region009
SpCNS055_PL.contig_0.region004 SpDSM45544_FJ.contig_0.region004
SpDSM45543_FJ.contig_0.region005 SpDSM45544_FJ.contig_0.region009
SaCNB458_BA.contig_27.region001 SpDSM45544_FJ.contig_0.region020
SpCNS055_PL.contig_5.region001 SpDSM45544_FJ.contig_0.region016
SaCNB527_BA.contig_24.region001 SpDSM45544_FJ.contig_0.region020
SaCNH905_BA.contig_15.region001 SpDSM45544_FJ.contig_0.region020
SpCNS055_PL.contig_0.region004 SpDSM45547_FJ.contig_0.region018
SpCNY239_FJ.contig_0.region002 SpDSM45547_FJ.contig_0.region010
SpCNR114_GU.contig_8.region001 SpDSM45547_FJ.contig_0.region010
SaCNS205_PL.contig_0.region003 SpDSM45547_FJ.contig_0.region008
SpCNQ768_GU.contig_1.region002 SpDSM45547_FJ.contig_0.region010
SaCNQ884_GU.contig_48.region001 SpDSM45547_FJ.contig_0.region001
SaCNP105_SC.contig_45.region001 SpDSM45547_FJ.contig_0.region008
SpCNR909_PL.contig_5.region001 SpDSM45547_FJ.contig_0.region010
SaCNP193_SC.contig_41.region001 SpDSM45547_FJ.contig_0.region008
SpCNT003_FJ.contig_2.region001 SpDSM45547_FJ.contig_0.region010
SpCNS103_PL.contig_1.region002 SpDSM45547_FJ.contig_0.region010
SpCNR510_GU.contig_50.region001 SpDSM45547_FJ.contig_0.region018
SpCNY330_SC.contig_2.region002 SpDSM45547_FJ.contig_0.region010
SpCNT001_FJ.contig_5.region001 SpDSM45547_FJ.contig_0.region010
SpCNS055_PL.contig_8.region001 SpDSM45547_FJ.contig_0.region009
SaCNQ748_GU.contig_44.region001 SpDSM45547_FJ.contig_0.region001
SpCNH732_RS.contig_2.region002 SpDSM45547_FJ.contig_0.region010
SpCNS055_PL.contig_1.region001 SpDSM45547_FJ.contig_0.region010
SpCNR909_PL.contig_8.region002 SpDSM45547_FJ.contig_0.region018
SpCNY202_SC.contig_1.region001 SpDSM45547_FJ.contig_0.region008
SaCNH941_SC.contig_11.region002 SpDSM45547_FJ.contig_0.region008
SaCNH964_SC.contig_46.region001 SpDSM45547_FJ.contig_0.region008
SpCNR894_PL.contig_1.region001 SpDSM45547_FJ.contig_0.region010
SpCNS055_PL.contig_4.region001 SpDSM45547_FJ.contig_0.region007
SpCNR114_GU.contig_6.region001 SpDSM45547_FJ.contig_0.region009
SaCNS243_PL.contig_34.region001 SpDSM45547_FJ.contig_0.region001
SpCNR510_GU.contig_1.region002 SpDSM45547_FJ.contig_0.region010
SpDSM45544_FJ.contig_0.region009 SpDSM45547_FJ.contig_0.region010
SpDSM45547_FJ.contig_0.region009 SpDSM45548_FJ.contig_1.region012
SpCNY331_SC.contig_5.region001 SpDSM45548_FJ.contig_1.region012
SpCNT029_FJ.contig_10.region001 SpDSM45548_FJ.contig_1.region012
SpCNT001_FJ.contig_10.region001 SpDSM45548_FJ.contig_1.region012
SpCNR894_PL.contig_9.region001 SpDSM45548_FJ.contig_1.region012
