"Id","Label","clade","size"
"SA_CNY234.cluster016","SACNY234_cluster016","clade10","1"
"SA_CNY234.cluster017","SACNY234_cluster017","clade10","1"
"SA_CNY234.cluster018","SACNY234_cluster018","clade10","1"
"SA_CNY234.cluster019","SACNY234_cluster019","clade10","1"
"SA_CNY234.cluster020","SACNY234_cluster020","clade10","1"
"SA_CNY234.cluster021","SACNY234_cluster021","clade10","1"
"SA_CNY234.cluster022","SACNY234_cluster022","clade10","1"
"SA_CNY234.cluster023","SACNY234_cluster023","clade10","1"
"SA_CNY234.cluster024","SACNY234_cluster024","clade10","1"
"SA_CNY234.cluster025","SACNY234_cluster025","clade10","1"
"SA_CNY234.cluster026","SACNY234_cluster026","clade10","1"
"SA_CNY234.cluster027","SACNY234_cluster027","clade10","1"
"SA_CNY234.cluster028","SACNY234_cluster028","clade10","1"
"SA_CNY234.cluster029","SACNY234_cluster029","clade10","1"
"SA_CNY234.cluster030","SACNY234_cluster030","clade10","1"
"SA_CNY244.cluster001","SACNY244_cluster001","clade10","1"
"SA_CNY244.cluster002","SACNY244_cluster002","clade10","1"
"SA_CNY244.cluster003","SACNY244_cluster003","clade10","1"
"SA_CNY244.cluster004","SACNY244_cluster004","clade10","1"
"SA_CNY244.cluster005","SACNY244_cluster005","clade10","1"
"SA_CNY244.cluster006","SACNY244_cluster006","clade10","1"
"SA_CNY244.cluster007","SACNY244_cluster007","clade10","1"
"SA_CNY244.cluster008","SACNY244_cluster008","clade10","1"
"SA_CNY244.cluster009","SACNY244_cluster009","clade10","1"
"SA_CNY244.cluster010","SACNY244_cluster010","clade10","1"
"SA_CNY244.cluster011","SACNY244_cluster011","clade10","1"
"SA_CNY244.cluster012","SACNY244_cluster012","clade10","1"
"SA_CNY244.cluster013","SACNY244_cluster013","clade10","1"
"SA_CNY244.cluster014","SACNY244_cluster014","clade10","1"
"SA_CNY244.cluster015","SACNY244_cluster015","clade10","1"
"SA_CNY244.cluster016","SACNY244_cluster016","clade10","1"
"SA_CNY244.cluster017","SACNY244_cluster017","clade10","1"
"SA_CNY244.cluster018","SACNY244_cluster018","clade10","1"
"SA_CNY244.cluster019","SACNY244_cluster019","clade10","1"
"SA_CNY244.cluster020","SACNY244_cluster020","clade10","1"
"SA_CNY244.cluster021","SACNY244_cluster021","clade10","1"
"SA_CNY244.cluster022","SACNY244_cluster022","clade10","1"
"SA_CNY244.cluster023","SACNY244_cluster023","clade10","1"
"SA_CNY244.cluster024","SACNY244_cluster024","clade10","1"
"SA_CNY244.cluster025","SACNY244_cluster025","clade10","1"
"SA_CNY244.cluster026","SACNY244_cluster026","clade10","1"
"SA_CNY244.cluster027","SACNY244_cluster027","clade10","1"
"SA_CNY244.cluster028","SACNY244_cluster028","clade10","1"
"SA_CNY244.cluster029","SACNY244_cluster029","clade10","1"
"SA_CNY244.cluster030","SACNY244_cluster030","clade10","1"
"SA_CNY244.cluster031","SACNY244_cluster031","clade10","1"
"SA_CNY256.cluster001","SACNY256_cluster001","clade10","1"
"SA_CNY256.cluster002","SACNY256_cluster002","clade10","1"
"SA_CNY256.cluster003","SACNY256_cluster003","clade10","1"
"SA_CNY256.cluster004","SACNY256_cluster004","clade10","1"
"SA_CNY256.cluster005","SACNY256_cluster005","clade10","1"
"SA_CNY256.cluster006","SACNY256_cluster006","clade10","1"
"SA_CNY256.cluster007","SACNY256_cluster007","clade10","1"
"SA_CNY256.cluster008","SACNY256_cluster008","clade10","1"
"SA_CNY256.cluster009","SACNY256_cluster009","clade10","1"
"SA_CNY256.cluster010","SACNY256_cluster010","clade10","1"
"SA_CNY256.cluster011","SACNY256_cluster011","clade10","1"
"SA_CNY256.cluster012","SACNY256_cluster012","clade10","1"
"SA_CNY256.cluster013","SACNY256_cluster013","clade10","1"
"SA_CNY256.cluster014","SACNY256_cluster014","clade10","1"
"SA_CNY256.cluster015","SACNY256_cluster015","clade10","1"
"SA_CNY256.cluster016","SACNY256_cluster016","clade10","1"
"SA_CNY256.cluster017","SACNY256_cluster017","clade10","1"
"SA_CNY256.cluster018","SACNY256_cluster018","clade10","1"
"SA_CNY256.cluster019","SACNY256_cluster019","clade10","1"
"SA_CNY256.cluster020","SACNY256_cluster020","clade10","1"
"SA_CNY256.cluster021","SACNY256_cluster021","clade10","1"
"SA_CNY256.cluster022","SACNY256_cluster022","clade10","1"
"SA_CNY256.cluster023","SACNY256_cluster023","clade10","1"
"SA_CNY256.cluster024","SACNY256_cluster024","clade10","1"
"SA_CNY256.cluster025","SACNY256_cluster025","clade10","1"
"SA_CNY256.cluster026","SACNY256_cluster026","clade10","1"
"SA_CNY260.cluster001","SACNY260_cluster001","clade10","1"
"SA_CNY260.cluster002","SACNY260_cluster002","clade10","1"
"SA_CNY260.cluster003","SACNY260_cluster003","clade10","1"
"SA_CNY260.cluster004","SACNY260_cluster004","clade10","1"
"SA_CNY260.cluster005","SACNY260_cluster005","clade10","1"
"SA_CNY260.cluster006","SACNY260_cluster006","clade10","1"
"SA_CNY260.cluster007","SACNY260_cluster007","clade10","1"
"SA_CNY260.cluster008","SACNY260_cluster008","clade10","1"
"SA_CNY260.cluster009","SACNY260_cluster009","clade10","1"
"SA_CNY260.cluster010","SACNY260_cluster010","clade10","1"
"SA_CNY260.cluster011","SACNY260_cluster011","clade10","1"
"SA_CNY260.cluster012","SACNY260_cluster012","clade10","1"
"SA_CNY260.cluster013","SACNY260_cluster013","clade10","1"
"SA_CNY260.cluster014","SACNY260_cluster014","clade10","1"
"SA_CNY260.cluster015","SACNY260_cluster015","clade10","1"
"SA_CNY260.cluster016","SACNY260_cluster016","clade10","1"
"SA_CNY260.cluster017","SACNY260_cluster017","clade10","1"
"SA_CNY260.cluster018","SACNY260_cluster018","clade10","1"
"SA_CNY260.cluster019","SACNY260_cluster019","clade10","1"
"SA_CNY260.cluster020","SACNY260_cluster020","clade10","1"
"SA_CNY260.cluster021","SACNY260_cluster021","clade10","1"
"SA_CNY260.cluster022","SACNY260_cluster022","clade10","1"
"SA_CNY260.cluster023","SACNY260_cluster023","clade10","1"
"SA_CNY260.cluster024","SACNY260_cluster024","clade10","1"
"SA_CNY260.cluster025","SACNY260_cluster025","clade10","1"
"SA_CNY260.cluster027","SACNY260_cluster027","clade10","1"
"SA_CNY260.cluster028","SACNY260_cluster028","clade10","1"
"SA_CNY260.cluster029","SACNY260_cluster029","clade10","1"
"SA_CNY260.cluster031","SACNY260_cluster031","clade10","1"
"SA_CNY280.cluster001","SACNY280_cluster001","clade10","1"
"SA_CNY280.cluster002","SACNY280_cluster002","clade10","1"
"SA_CNY280.cluster003","SACNY280_cluster003","clade10","1"
"SA_CNY280.cluster004","SACNY280_cluster004","clade10","1"
"SA_CNY280.cluster005","SACNY280_cluster005","clade10","1"
"SA_CNY280.cluster006","SACNY280_cluster006","clade10","1"
"SA_CNY280.cluster007","SACNY280_cluster007","clade10","1"
"SA_CNY280.cluster008","SACNY280_cluster008","clade10","1"
"SA_CNY280.cluster009","SACNY280_cluster009","clade10","1"
"SA_CNY280.cluster010","SACNY280_cluster010","clade10","1"
"SA_CNY280.cluster011","SACNY280_cluster011","clade10","1"
"SA_CNY280.cluster012","SACNY280_cluster012","clade10","1"
"SA_CNY280.cluster013","SACNY280_cluster013","clade10","1"
"SA_CNY280.cluster014","SACNY280_cluster014","clade10","1"
"SA_CNY280.cluster015","SACNY280_cluster015","clade10","1"
"SA_CNY280.cluster016","SACNY280_cluster016","clade10","1"
"SA_CNY280.cluster017","SACNY280_cluster017","clade10","1"
"SA_CNY280.cluster018","SACNY280_cluster018","clade10","1"
"SA_CNY280.cluster019","SACNY280_cluster019","clade10","1"
"SA_CNY280.cluster020","SACNY280_cluster020","clade10","1"
"SA_CNY280.cluster021","SACNY280_cluster021","clade10","1"
"SA_CNY280.cluster022","SACNY280_cluster022","clade10","1"
"SA_CNY280.cluster023","SACNY280_cluster023","clade10","1"
"SA_CNY280.cluster024","SACNY280_cluster024","clade10","1"
"SA_CNY280.cluster025","SACNY280_cluster025","clade10","1"
"SA_CNY280.cluster026","SACNY280_cluster026","clade10","1"
"SA_CNY280.cluster027","SACNY280_cluster027","clade10","1"
"SA_CNY280.cluster028","SACNY280_cluster028","clade10","1"
"SA_CNY280.cluster029","SACNY280_cluster029","clade10","1"
"SA_CNY280.cluster030","SACNY280_cluster030","clade10","1"
"SA_CNY280.cluster031","SACNY280_cluster031","clade10","1"
"SA_CNY282.cluster001","SACNY282_cluster001","clade10","1"
"SA_CNY282.cluster002","SACNY282_cluster002","clade10","1"
"SA_CNY282.cluster003","SACNY282_cluster003","clade10","1"
"SA_CNY282.cluster004","SACNY282_cluster004","clade10","1"
"SA_CNY282.cluster005","SACNY282_cluster005","clade10","1"
"SA_CNY282.cluster006","SACNY282_cluster006","clade10","1"
"SA_CNY282.cluster007","SACNY282_cluster007","clade10","1"
"SA_CNY282.cluster008","SACNY282_cluster008","clade10","1"
"SA_CNY282.cluster009","SACNY282_cluster009","clade10","1"
"SA_CNY282.cluster010","SACNY282_cluster010","clade10","1"
"SA_CNY282.cluster011","SACNY282_cluster011","clade10","1"
"SA_CNY282.cluster012","SACNY282_cluster012","clade10","1"
"SA_CNY282.cluster013","SACNY282_cluster013","clade10","1"
"SA_CNY282.cluster014","SACNY282_cluster014","clade10","1"
"SA_CNY282.cluster015","SACNY282_cluster015","clade10","1"
"SA_CNY282.cluster016","SACNY282_cluster016","clade10","1"
"SA_CNY282.cluster017","SACNY282_cluster017","clade10","1"
"SA_CNY282.cluster018","SACNY282_cluster018","clade10","1"
"SA_CNY282.cluster019","SACNY282_cluster019","clade10","1"
"SA_CNY282.cluster020","SACNY282_cluster020","clade10","1"
"SA_CNY282.cluster021","SACNY282_cluster021","clade10","1"
"SA_CNY282.cluster022","SACNY282_cluster022","clade10","1"
"SA_CNY282.cluster023","SACNY282_cluster023","clade10","1"
"SA_CNY282.cluster024","SACNY282_cluster024","clade10","1"
"SA_CNY282.cluster025","SACNY282_cluster025","clade10","1"
"SA_CNY282.cluster026","SACNY282_cluster026","clade10","1"
"SA_CNY282.cluster027","SACNY282_cluster027","clade10","1"
"SA_CNY282.cluster028","SACNY282_cluster028","clade10","1"
"SA_CNY282.cluster029","SACNY282_cluster029","clade10","1"
"SA_CNY486.cluster001","SACNY486_cluster001","clade10","1"
"SA_CNY486.cluster002","SACNY486_cluster002","clade10","1"
"SA_CNY486.cluster003","SACNY486_cluster003","clade10","1"
"SA_CNY486.cluster004","SACNY486_cluster004","clade10","1"
"SA_CNY486.cluster005","SACNY486_cluster005","clade10","1"
"SA_CNY486.cluster006","SACNY486_cluster006","clade10","1"
"SA_CNY486.cluster007","SACNY486_cluster007","clade10","1"
"SA_CNY486.cluster008","SACNY486_cluster008","clade10","1"
"SA_CNY486.cluster009","SACNY486_cluster009","clade10","1"
"SA_CNY486.cluster010","SACNY486_cluster010","clade10","1"
"SA_CNY486.cluster011","SACNY486_cluster011","clade10","1"
"SA_CNY486.cluster012","SACNY486_cluster012","clade10","1"
"SA_CNY486.cluster013","SACNY486_cluster013","clade10","1"
"SA_CNY486.cluster014","SACNY486_cluster014","clade10","1"
"SA_CNY486.cluster015","SACNY486_cluster015","clade10","1"
"SA_CNY486.cluster016","SACNY486_cluster016","clade10","1"
"SA_CNY486.cluster017","SACNY486_cluster017","clade10","1"
"SA_CNY486.cluster018","SACNY486_cluster018","clade10","1"
"SA_CNY486.cluster019","SACNY486_cluster019","clade10","1"
"SA_CNY486.cluster020","SACNY486_cluster020","clade10","1"
"SA_CNY486.cluster021","SACNY486_cluster021","clade10","1"
"SA_CNY486.cluster022","SACNY486_cluster022","clade10","1"
"SA_CNY486.cluster023","SACNY486_cluster023","clade10","1"
"SA_CNY486.cluster024","SACNY486_cluster024","clade10","1"
"SA_CNY486.cluster025","SACNY486_cluster025","clade10","1"
"SA_CNY486.cluster026","SACNY486_cluster026","clade10","1"
"SA_CNY486.cluster027","SACNY486_cluster027","clade10","1"
"SA_CNY486.cluster028","SACNY486_cluster028","clade10","1"
"SA_CNY486.cluster030","SACNY486_cluster030","clade10","1"
"SA_CNY486.cluster031","SACNY486_cluster031","clade10","1"
"SA_CNY679.cluster001","SACNY679_cluster001","clade10","1"
"SA_CNY679.cluster002","SACNY679_cluster002","clade10","1"
"SA_CNY679.cluster003","SACNY679_cluster003","clade10","1"
"SA_CNY679.cluster004","SACNY679_cluster004","clade10","1"
"SA_CNY679.cluster005","SACNY679_cluster005","clade10","1"
"SA_CNY679.cluster006","SACNY679_cluster006","clade10","1"
"SA_CNY679.cluster007","SACNY679_cluster007","clade10","1"
"SA_CNY679.cluster008","SACNY679_cluster008","clade10","1"
"SA_CNY679.cluster009","SACNY679_cluster009","clade10","1"
"SA_CNY679.cluster010","SACNY679_cluster010","clade10","1"
"SA_CNY679.cluster011","SACNY679_cluster011","clade10","1"
"SA_CNY679.cluster012","SACNY679_cluster012","clade10","1"
"SA_CNY679.cluster013","SACNY679_cluster013","clade10","1"
"SA_CNY679.cluster014","SACNY679_cluster014","clade10","1"
"SA_CNY679.cluster015","SACNY679_cluster015","clade10","1"
"SA_CNY679.cluster016","SACNY679_cluster016","clade10","1"
"SA_CNY679.cluster017","SACNY679_cluster017","clade10","1"
"SA_CNY679.cluster018","SACNY679_cluster018","clade10","1"
"SA_CNY679.cluster019","SACNY679_cluster019","clade10","1"
"SA_CNY679.cluster020","SACNY679_cluster020","clade10","1"
"SA_CNY679.cluster021","SACNY679_cluster021","clade10","1"
"SA_CNY679.cluster022","SACNY679_cluster022","clade10","1"
"SA_CNY679.cluster023","SACNY679_cluster023","clade10","1"
"SA_CNY679.cluster024","SACNY679_cluster024","clade10","1"
"SA_CNY679.cluster025","SACNY679_cluster025","clade10","1"
"SA_CNY679.cluster026","SACNY679_cluster026","clade10","1"
"SA_CNY679.cluster027","SACNY679_cluster027","clade10","1"
"SA_CNY679.cluster028","SACNY679_cluster028","clade10","1"
"SA_CNY679.cluster029","SACNY679_cluster029","clade10","1"
"SA_CNY685.cluster001","SACNY685_cluster001","clade10","1"
"SA_CNY685.cluster002","SACNY685_cluster002","clade10","1"
"SA_CNY685.cluster003","SACNY685_cluster003","clade10","1"
"SA_CNY685.cluster004","SACNY685_cluster004","clade10","1"
"SA_CNY685.cluster005","SACNY685_cluster005","clade10","1"
"SA_CNY685.cluster006","SACNY685_cluster006","clade10","1"
"SA_CNY685.cluster007","SACNY685_cluster007","clade10","1"
"SA_CNY685.cluster008","SACNY685_cluster008","clade10","1"
"SA_CNY685.cluster009","SACNY685_cluster009","clade10","1"
"SA_CNY685.cluster010","SACNY685_cluster010","clade10","1"
"SA_CNY685.cluster011","SACNY685_cluster011","clade10","1"
"SA_CNY685.cluster012","SACNY685_cluster012","clade10","1"
"SA_CNY685.cluster013","SACNY685_cluster013","clade10","1"
"SA_CNY685.cluster014","SACNY685_cluster014","clade10","1"
"SA_CNY685.cluster015","SACNY685_cluster015","clade10","1"
"SA_CNY685.cluster016","SACNY685_cluster016","clade10","1"
"SA_CNY685.cluster017","SACNY685_cluster017","clade10","1"
"SA_CNY685.cluster018","SACNY685_cluster018","clade10","1"
"SA_CNY685.cluster019","SACNY685_cluster019","clade10","1"
"SA_CNY685.cluster020","SACNY685_cluster020","clade10","1"
"SA_CNY685.cluster021","SACNY685_cluster021","clade10","1"
"SA_CNY685.cluster022","SACNY685_cluster022","clade10","1"
"SA_CNY685.cluster023","SACNY685_cluster023","clade10","1"
"SA_CNY685.cluster024","SACNY685_cluster024","clade10","1"
"SA_CNY685.cluster025","SACNY685_cluster025","clade10","1"
"SA_CNY685.cluster026","SACNY685_cluster026","clade10","1"
"SA_CNY685.cluster028","SACNY685_cluster028","clade10","1"
"SA_CNY685.cluster030","SACNY685_cluster030","clade10","1"
"SA_CNY685.cluster031","SACNY685_cluster031","clade10","1"
"SA_CNY685.cluster032","SACNY685_cluster032","clade10","1"
"SA_CNY685.cluster033","SACNY685_cluster033","clade10","1"
"SA_CNY685.cluster034","SACNY685_cluster034","clade10","1"
"SA_CNY685.cluster036","SACNY685_cluster036","clade10","1"
"SA_CNY690.cluster001","SACNY690_cluster001","clade10","1"
"SA_CNY690.cluster002","SACNY690_cluster002","clade10","1"
"SA_CNY690.cluster003","SACNY690_cluster003","clade10","1"
"SA_CNY690.cluster004","SACNY690_cluster004","clade10","1"
"SA_CNY690.cluster005","SACNY690_cluster005","clade10","1"
"SA_CNY690.cluster006","SACNY690_cluster006","clade10","1"
"SA_CNY690.cluster007","SACNY690_cluster007","clade10","1"
"SA_CNY690.cluster008","SACNY690_cluster008","clade10","1"
"SA_CNY690.cluster009","SACNY690_cluster009","clade10","1"
"SA_CNY690.cluster010","SACNY690_cluster010","clade10","1"
"SA_CNY690.cluster011","SACNY690_cluster011","clade10","1"
"SA_CNY690.cluster012","SACNY690_cluster012","clade10","1"
"SA_CNY690.cluster013","SACNY690_cluster013","clade10","1"
"SA_CNY690.cluster014","SACNY690_cluster014","clade10","1"
"SA_CNY690.cluster015","SACNY690_cluster015","clade10","1"
"SA_CNY690.cluster016","SACNY690_cluster016","clade10","1"
"SA_CNY690.cluster017","SACNY690_cluster017","clade10","1"
"SA_CNY690.cluster018","SACNY690_cluster018","clade10","1"
"SA_CNY690.cluster019","SACNY690_cluster019","clade10","1"
"SA_CNY690.cluster020","SACNY690_cluster020","clade10","1"
"SA_CNY690.cluster021","SACNY690_cluster021","clade10","1"
"SA_CNY690.cluster022","SACNY690_cluster022","clade10","1"
"SA_CNY690.cluster023","SACNY690_cluster023","clade10","1"
"SA_CNY690.cluster024","SACNY690_cluster024","clade10","1"
"SA_CNY690.cluster025","SACNY690_cluster025","clade10","1"
"SA_CNY690.cluster026","SACNY690_cluster026","clade10","1"
"SA_CNY690.cluster027","SACNY690_cluster027","clade10","1"
"SA_CNY690.cluster029","SACNY690_cluster029","clade10","1"
"SA_CNY690.cluster030","SACNY690_cluster030","clade10","1"
"SA_CNY694.cluster001","SACNY694_cluster001","clade10","1"
"SA_CNY694.cluster002","SACNY694_cluster002","clade10","1"
"SA_CNY694.cluster003","SACNY694_cluster003","clade10","1"
"SA_CNY694.cluster004","SACNY694_cluster004","clade10","1"
"SA_CNY694.cluster005","SACNY694_cluster005","clade10","1"
"SA_CNY694.cluster006","SACNY694_cluster006","clade10","1"
"SA_CNY694.cluster007","SACNY694_cluster007","clade10","1"
"SA_CNY694.cluster008","SACNY694_cluster008","clade10","1"
"SA_CNY694.cluster009","SACNY694_cluster009","clade10","1"
"SA_CNY694.cluster010","SACNY694_cluster010","clade10","1"
"SA_CNY694.cluster011","SACNY694_cluster011","clade10","1"
"SA_CNY694.cluster012","SACNY694_cluster012","clade10","1"
"SA_CNY694.cluster013","SACNY694_cluster013","clade10","1"
"SA_CNY694.cluster014","SACNY694_cluster014","clade10","1"
"SA_CNY694.cluster015","SACNY694_cluster015","clade10","1"
"SA_CNY694.cluster016","SACNY694_cluster016","clade10","1"
"SA_CNY694.cluster017","SACNY694_cluster017","clade10","1"
"SA_CNY694.cluster018","SACNY694_cluster018","clade10","1"
"SA_CNY694.cluster019","SACNY694_cluster019","clade10","1"
"SA_CNY694.cluster020","SACNY694_cluster020","clade10","1"
"SA_CNY694.cluster021","SACNY694_cluster021","clade10","1"
"SA_CNY694.cluster022","SACNY694_cluster022","clade10","1"
"SA_CNY694.cluster023","SACNY694_cluster023","clade10","1"
"SA_CNY694.cluster024","SACNY694_cluster024","clade10","1"
"SA_CNY694.cluster025","SACNY694_cluster025","clade10","1"
"SA_CNY694.cluster026","SACNY694_cluster026","clade10","1"
"SA_CNY694.cluster027","SACNY694_cluster027","clade10","1"
"SA_CNY694.cluster028","SACNY694_cluster028","clade10","1"
"SA_CNY694.cluster029","SACNY694_cluster029","clade10","1"
"SA_CNY694.cluster031","SACNY694_cluster031","clade10","1"
"SA_CNY694.cluster032","SACNY694_cluster032","clade10","1"
"SA_CNY694.cluster033","SACNY694_cluster033","clade10","1"
"SP_45543.cluster001","SP45543_cluster001","clade5","1"
"SP_45543.cluster002","SP45543_cluster002","clade5","1"
"SP_45543.cluster003","SP45543_cluster003","clade5","1"
"SP_45543.cluster004","SP45543_cluster004","clade5","1"
"SP_45543.cluster005","SP45543_cluster005","clade5","1"
"SP_45543.cluster006","SP45543_cluster006","clade5","1"
"SP_45543.cluster007","SP45543_cluster007","clade5","1"
"SP_45543.cluster008","SP45543_cluster008","clade5","1"
"SP_45543.cluster009","SP45543_cluster009","clade5","1"
"SP_45543.cluster010","SP45543_cluster010","clade5","1"
"SP_45543.cluster011","SP45543_cluster011","clade5","1"
"SP_45543.cluster012","SP45543_cluster012","clade5","1"
"SP_45543.cluster013","SP45543_cluster013","clade5","1"
"SP_45543.cluster014","SP45543_cluster014","clade5","1"
"SP_45543.cluster015","SP45543_cluster015","clade5","1"
"SP_45543.cluster016","SP45543_cluster016","clade5","1"
"SP_45543.cluster018","SP45543_cluster018","clade5","1"
"SP_45543.cluster020","SP45543_cluster020","clade5","1"
"SP_45543.cluster021","SP45543_cluster021","clade5","1"
"SP_45543.cluster022","SP45543_cluster022","clade5","1"
"SP_45543.cluster023","SP45543_cluster023","clade5","1"
"SP_45543.cluster024","SP45543_cluster024","clade5","1"
"SP_CNH732.cluster001","SPCNH732_cluster001","clade8","1"
"SP_CNH732.cluster002","SPCNH732_cluster002","clade8","1"
"SP_CNH732.cluster003","SPCNH732_cluster003","clade8","1"
"SP_CNH732.cluster004","SPCNH732_cluster004","clade8","1"
"SP_CNH732.cluster005","SPCNH732_cluster005","clade8","1"
"SP_CNH732.cluster006","SPCNH732_cluster006","clade8","1"
"SP_CNH732.cluster007","SPCNH732_cluster007","clade8","1"
"SP_CNH732.cluster008","SPCNH732_cluster008","clade8","1"
"SP_CNH732.cluster009","SPCNH732_cluster009","clade8","1"
"SP_CNH732.cluster010","SPCNH732_cluster010","clade8","1"
"SP_CNH732.cluster011","SPCNH732_cluster011","clade8","1"
"SP_CNH732.cluster012","SPCNH732_cluster012","clade8","1"
"SP_CNH732.cluster013","SPCNH732_cluster013","clade8","1"
"SP_CNH732.cluster014","SPCNH732_cluster014","clade8","1"
"SP_CNH732.cluster015","SPCNH732_cluster015","clade8","1"
"SP_CNH732.cluster016","SPCNH732_cluster016","clade8","1"
"SP_CNH732.cluster017","SPCNH732_cluster017","clade8","1"
"SP_CNH732.cluster018","SPCNH732_cluster018","clade8","1"
"SP_CNH732.cluster019","SPCNH732_cluster019","clade8","1"
"SP_CNH732.cluster020","SPCNH732_cluster020","clade8","1"
"SP_CNH732.cluster021","SPCNH732_cluster021","clade8","1"
"SP_CNH732.cluster022","SPCNH732_cluster022","clade8","1"
"SP_CNQ768.cluster001","SPCNQ768_cluster001","clade8","1"
"SP_CNQ768.cluster002","SPCNQ768_cluster002","clade8","1"
"SP_CNQ768.cluster003","SPCNQ768_cluster003","clade8","1"
"SP_CNQ768.cluster004","SPCNQ768_cluster004","clade8","1"
"SP_CNQ768.cluster005","SPCNQ768_cluster005","clade8","1"
"SP_CNQ768.cluster006","SPCNQ768_cluster006","clade8","1"
"SP_CNQ768.cluster007","SPCNQ768_cluster007","clade8","1"
"SP_CNQ768.cluster008","SPCNQ768_cluster008","clade8","1"
"SP_CNQ768.cluster010","SPCNQ768_cluster010","clade8","1"
"SP_CNQ768.cluster011","SPCNQ768_cluster011","clade8","1"
"SP_CNQ768.cluster012","SPCNQ768_cluster012","clade8","1"
"SP_CNQ768.cluster013","SPCNQ768_cluster013","clade8","1"
"SP_CNQ768.cluster014","SPCNQ768_cluster014","clade8","1"
"SP_CNQ768.cluster015","SPCNQ768_cluster015","clade8","1"
"SP_CNQ768.cluster016","SPCNQ768_cluster016","clade8","1"
"SP_CNQ768.cluster017","SPCNQ768_cluster017","clade8","1"
"SP_CNQ768.cluster018","SPCNQ768_cluster018","clade8","1"
"SP_CNQ768.cluster019","SPCNQ768_cluster019","clade8","1"
"SP_CNQ768.cluster020","SPCNQ768_cluster020","clade8","1"
"SP_CNQ768.cluster023","SPCNQ768_cluster023","clade8","1"
"SP_CNQ768.cluster025","SPCNQ768_cluster025","clade8","1"
"SP_CNR114.cluster001","SPCNR114_cluster001","clade8","1"
"SP_CNR114.cluster002","SPCNR114_cluster002","clade8","1"
"SP_CNR114.cluster003","SPCNR114_cluster003","clade8","1"
"SP_CNR114.cluster004","SPCNR114_cluster004","clade8","1"
"SP_CNR114.cluster005","SPCNR114_cluster005","clade8","1"
"SP_CNR114.cluster006","SPCNR114_cluster006","clade8","1"
"SP_CNR114.cluster007","SPCNR114_cluster007","clade8","1"
"SP_CNR114.cluster008","SPCNR114_cluster008","clade8","1"
"SP_CNR114.cluster009","SPCNR114_cluster009","clade8","1"
"SP_CNR114.cluster010","SPCNR114_cluster010","clade8","1"
"SP_CNR114.cluster011","SPCNR114_cluster011","clade8","1"
"SP_CNR114.cluster012","SPCNR114_cluster012","clade8","1"
"SP_CNR114.cluster013","SPCNR114_cluster013","clade8","1"
"SP_CNR114.cluster014","SPCNR114_cluster014","clade8","1"
"SP_CNR114.cluster015","SPCNR114_cluster015","clade8","1"
"SP_CNR114.cluster016","SPCNR114_cluster016","clade8","1"
"SP_CNR114.cluster017","SPCNR114_cluster017","clade8","1"
"SP_CNR114.cluster018","SPCNR114_cluster018","clade8","1"
"SP_CNR114.cluster019","SPCNR114_cluster019","clade8","1"
"SP_CNR114.cluster020","SPCNR114_cluster020","clade8","1"
"SP_CNR114.cluster021","SPCNR114_cluster021","clade8","1"
"SP_CNR114.cluster023","SPCNR114_cluster023","clade8","1"
"SP_CNR114.cluster024","SPCNR114_cluster024","clade8","1"
"SP_CNR114.cluster025","SPCNR114_cluster025","clade8","1"
"SP_CNR510.cluster001","SPCNR510_cluster001","clade8","1"
"SP_CNR510.cluster002","SPCNR510_cluster002","clade8","1"
"SP_CNR510.cluster003","SPCNR510_cluster003","clade8","1"
"SP_CNR510.cluster004","SPCNR510_cluster004","clade8","1"
"SP_CNR510.cluster005","SPCNR510_cluster005","clade8","1"
"SP_CNR510.cluster006","SPCNR510_cluster006","clade8","1"
"SP_CNR510.cluster007","SPCNR510_cluster007","clade8","1"
"SP_CNR510.cluster008","SPCNR510_cluster008","clade8","1"
"SP_CNR510.cluster009","SPCNR510_cluster009","clade8","1"
"SP_CNR510.cluster010","SPCNR510_cluster010","clade8","1"
"SP_CNR510.cluster011","SPCNR510_cluster011","clade8","1"
"SP_CNR510.cluster012","SPCNR510_cluster012","clade8","1"
"SP_CNR510.cluster013","SPCNR510_cluster013","clade8","1"
"SP_CNR510.cluster014","SPCNR510_cluster014","clade8","1"
"SP_CNR510.cluster015","SPCNR510_cluster015","clade8","1"
"SP_CNR510.cluster016","SPCNR510_cluster016","clade8","1"
"SP_CNR510.cluster017","SPCNR510_cluster017","clade8","1"
"SP_CNR510.cluster018","SPCNR510_cluster018","clade8","1"
"SP_CNR510.cluster019","SPCNR510_cluster019","clade8","1"
"SP_CNR510.cluster020","SPCNR510_cluster020","clade8","1"
"SP_CNR510.cluster021","SPCNR510_cluster021","clade8","1"
"SP_CNR510.cluster022","SPCNR510_cluster022","clade8","1"
"SP_CNR510.cluster023","SPCNR510_cluster023","clade8","1"
"SP_CNR510.cluster024","SPCNR510_cluster024","clade8","1"
"SP_CNR510.cluster026","SPCNR510_cluster026","clade8","1"
"SP_CNR894.cluster001","SPCNR894_cluster001","clade8","1"
"SP_CNR894.cluster002","SPCNR894_cluster002","clade8","1"
"SP_CNR894.cluster003","SPCNR894_cluster003","clade8","1"
"SP_CNR894.cluster004","SPCNR894_cluster004","clade8","1"
"SP_CNR894.cluster005","SPCNR894_cluster005","clade8","1"
"SP_CNR894.cluster006","SPCNR894_cluster006","clade8","1"
