gene	variable	value	bgcname	cluster	bp_count	repseq	genedescription
total.lymphostin.cluster12.aln	clade5	30.1904761904762	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade6	0	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade8	8.71578947368421	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade1	4.83333333333333	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade2	6	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade7	28	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster12.aln	clade10	14.7737704918033	lymphostin	cluster12	2436	LFOLEMLJ_03331	hypothetical protein
total.lymphostin.cluster2.aln	clade4	38	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade1	3.81818181818182	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade3	0	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade5	15.1428571428571	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade10	11.6655737704918	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade2	4	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade8	5.1	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade6	0	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster2.aln	clade7	14	lymphostin	cluster2	1971	asnB_3	Asparagine synthetase [glutamine-hydrolyzing] 1
total.lymphostin.cluster3.aln	clade7	32	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade8	7.1421052631579	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade4	60	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade1	3.12121212121212	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade5	33.1428571428571	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade6	0	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade3	0	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade10	17.0393442622951	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster3.aln	clade2	7	lymphostin	cluster3	2295	KNEBLNGO_02507	hypothetical protein
total.lymphostin.cluster4.aln	clade10	12.103825136612	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade1	4.66666666666667	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade2	5	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade3	0	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade6	0	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade4	67	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade5	26.4761904761905	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade8	8.52631578947368	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster4.aln	clade7	32.6666666666667	lymphostin	cluster4	2250	LFOLEMLJ_03334	hypothetical protein
total.lymphostin.cluster5.aln	clade6	0	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade4	17	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade5	5.04761904761905	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade3	0	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade8	1.65263157894737	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade1	0.409090909090909	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade2	3	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade7	8	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster5.aln	clade10	4.35628415300546	lymphostin	cluster5	675	MGCLLBHH_01603	hypothetical protein
total.lymphostin.cluster6.aln	clade2	5	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade10	9.92349726775956	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade3	0	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade4	48	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade5	22.7619047619048	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade1	0.878787878787879	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade6	0	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade7	18.6666666666667	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster6.aln	clade8	5.90526315789474	lymphostin	cluster6	1470	LFOLEMLJ_03333	hypothetical protein
total.lymphostin.cluster7.aln	clade5	25.8095238095238	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade4	32	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade1	1.45454545454545	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade3	0	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade8	6.18421052631579	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade6	0	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade7	20.6666666666667	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade10	8.04699453551913	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster7.aln	clade2	2	lymphostin	cluster7	1524	pepPI_2	Xaa-Pro aminopeptidase 1
total.lymphostin.cluster8.aln	clade6	0	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade7	27.3333333333333	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade3	0	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade4	63	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade10	13.6579234972678	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade1	3.48484848484848	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade5	19.2380952380952	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade8	5.44736842105263	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster8.aln	clade2	8	lymphostin	cluster8	1803	MKCNELDG_03376	hypothetical protein
total.lymphostin.cluster9.aln	clade10	3.80655737704918	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade2	4	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade1	1.78787878787879	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade4	17	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade7	16	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade3	0	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade6	0	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade8	2.98421052631579	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.lymphostin.cluster9.aln	clade5	8.38095238095238	lymphostin	cluster9	1104	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
total.rifamycin.cluster0.aln	clade2	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade1	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade3	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade4	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade10	6.82758620689655	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade7	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade6	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade5	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster0.aln	clade8	0	rifamycin	cluster0	1278	novM_1	L-demethylnoviosyl transferase
total.rifamycin.cluster1.aln	clade2	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade10	5.97662185856224	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade3	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade4	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade5	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade1	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade8	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade6	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster1.aln	clade7	0	rifamycin	cluster1	1269	LFOLEMLJ_03802	Cytochrome P450 107B1
total.rifamycin.cluster10.aln	clade5	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade10	1.71011104617183	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade2	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade3	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade1	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade7	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade8	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade6	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster10.aln	clade4	0	rifamycin	cluster10	360	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
total.rifamycin.cluster11.aln	clade10	34.3565166569258	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade2	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade3	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade6	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade1	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade4	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade5	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade7	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster11.aln	clade8	0	rifamycin	cluster11	5376	GBEHECEC_01280	hypothetical protein
total.rifamycin.cluster12.aln	clade3	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade4	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade5	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade6	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade8	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade1	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade2	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade7	0	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster12.aln	clade10	1.92635885447107	rifamycin	cluster12	171	LFOLEMLJ_03809	hypothetical protein
total.rifamycin.cluster13.aln	clade1	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade10	5.99532437171245	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade6	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade2	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade3	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade4	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade5	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade7	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster13.aln	clade8	0	rifamycin	cluster13	687	gph_5	Phosphoglycolate phosphatase
total.rifamycin.cluster14.aln	clade2	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade1	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade5	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade7	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade10	11.8912916423144	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade4	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade6	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade3	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster14.aln	clade8	0	rifamycin	cluster14	1350	LFOLEMLJ_03795	putative aminotransferase
total.rifamycin.cluster15.aln	clade5	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade4	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade2	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade7	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade3	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade10	94.3424897720631	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade6	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade8	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster15.aln	clade1	0	rifamycin	cluster15	10548	MGFBLLNL_03405	hypothetical protein
total.rifamycin.cluster16.aln	clade8	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade1	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade6	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade7	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade10	1.8655756867329	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade5	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade3	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade4	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster16.aln	clade2	0	rifamycin	cluster16	195	suaB_2	Ferredoxin-1
total.rifamycin.cluster2.aln	clade3	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade1	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade8	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade4	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade10	7.74284044418469	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade2	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade5	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade6	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster2.aln	clade7	0	rifamycin	cluster2	1308	colD	GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
total.rifamycin.cluster3.aln	clade6	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade8	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade2	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade7	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade10	12.780829924021	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade4	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade5	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade1	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster3.aln	clade3	0	rifamycin	cluster3	1344	aroG_2	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
total.rifamycin.cluster4.aln	clade10	7.09643483343074	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade1	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade2	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade5	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade6	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade3	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade7	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade8	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster4.aln	clade4	0	rifamycin	cluster4	831	rifF	Proansamycin X synthase
total.rifamycin.cluster5.aln	clade6	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade1	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade2	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade7	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade8	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade3	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade4	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade10	10.6031560490941	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster5.aln	clade5	0	rifamycin	cluster5	1062	aroB_1	3-dehydroquinate synthase
total.rifamycin.cluster6.aln	clade10	5.83284628872005	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade1	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade2	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade4	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade5	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade3	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade7	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade8	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster6.aln	clade6	0	rifamycin	cluster6	1074	rifL	Putative UDP-kanosamine synthase oxidoreductase subunit
total.rifamycin.cluster7.aln	clade5	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade4	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade1	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade3	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade8	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade2	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade6	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade7	0	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster7.aln	clade10	6.78316773816482	rifamycin	cluster7	1020	iolU_2	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
total.rifamycin.cluster8.aln	clade3	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade1	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade5	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade4	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade10	9.61659848042081	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade2	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade8	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade6	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster8.aln	clade7	0	rifamycin	cluster8	1266	LFOLEMLJ_03801	Cytochrome P450-SU2
total.rifamycin.cluster9.aln	clade2	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade7	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
