Id,Label,clade,size,gcf.num,modularity_class
StCNY681_YU.contig_13.region001,StCNY681_YU_c13_001,tropica,1,GCF4593,M18
SpCNT796_HI.contig_15.region001,SpCNT796_HI_c15_001,pacifica,1,GCF3558,M18
SpCNY239_FJ.contig_13.region002,SpCNY239_FJ_c13_002,pacifica,1,GCF3558,M18
SpCNY331_SC.contig_38.region001,SpCNY331_SC_c38_001,pacifica,1,GCF2531,M18
SpCNT851_HI.contig_15.region002,SpCNT851_HI_c15_002,pacifica,1,GCF3558,M18
SpCNS103_PL.contig_20.region002,SpCNS103_PL_c20_002,pacifica,1,GCF2027,M18
StCNT261_BA.contig_12.region001,StCNT261_BA_c12_001,tropica,1,GCF4593,M18
StCNY678_YU.contig_26.region001,StCNY678_YU_c26_001,tropica,1,GCF4593,M18
SaCNH964_SC.contig_35.region001,SaCNH964_SC_c35_001,arenicola,1,GCF2027,M18
SaCNS848_FJ.contig_29.region001,SaCNS848_FJ_c29_001,arenicola,1,GCF2027,M18
SpCNT569_FJ.contig_7.region001,SpCNT569_FJ_c7_001,fenicalii,1,GCF4090,M18
StCNS416_BA.contig_22.region001,StCNS416_BA_c22_001,tropica,1,GCF4604,M18
SpCNH732_RS.contig_26.region001,SpCNH732_RS_c26_001,pacifica,1,GCF3558,M18
SpCNR114_GU.contig_31.region001,SpCNR114_GU_c31_001,pacifica,1,GCF3558,M18
SaCNH996B_SC.contig_77.region001,SaCNH996B_SC_c77_001,arenicola,1,GCF2532,M18
SaCNY231_FJ.contig_20.region001,SaCNY231_FJ_c20_001,arenicola,1,GCF2532,M18
SaCNT798_HI.contig_23.region001,SaCNT798_HI_c23_001,arenicola,1,GCF2027,M18
SaCNT850_HI.contig_26.region001,SaCNT850_HI_c26_001,arenicola,1,GCF2027,M18
StCNH898_BA.contig_19.region001,StCNH898_BA_c19_001,tropica,1,GCF4604,M18
StCNS197_BA.contig_21.region001,StCNS197_BA_c21_001,tropica,1,GCF4604,M18
SaCNH996_SC.contig_71.region001,SaCNH996_SC_c71_001,arenicola,1,GCF2532,M18
SaCNH643_BA.contig_17.region001,SaCNH643_BA_c17_001,arenicola,1,GCF2027,M18
SaCNT857_HI.contig_19.region001,SaCNT857_HI_c19_001,arenicola,1,GCF2027,M18
SaCNY230_FJ.contig_37.region001,SaCNY230_FJ_c37_001,arenicola,1,GCF2531,M18
SaCNY486_PV.contig_55.region001,SaCNY486_PV_c55_001,arenicola,1,GCF2531,M18
SaCNH996B_SC.contig_42.region001,SaCNH996B_SC_c42_001,arenicola,1,GCF2531,M18
SaCNY486_PV.contig_38.region001,SaCNY486_PV_c38_001,arenicola,1,GCF2531,M18
SaCNP105_SC.contig_31.region001,SaCNP105_SC_c31_001,arenicola,1,GCF2027,M18
StCNT250_BA.contig_17.region001,StCNT250_BA_c17_001,tropica,1,GCF4593,M18
SaCNS296_PL.contig_16.region001,SaCNS296_PL_c16_001,arenicola,1,GCF2531,M18
SaCNY280_FJ.contig_21.region001,SaCNY280_FJ_c21_001,arenicola,1,GCF2531,M18
SaCNS299_PL.contig_24.region001,SaCNS299_PL_c24_001,arenicola,1,GCF2532,M18
SaCNT005_FJ.contig_27.region001,SaCNT005_FJ_c27_001,arenicola,1,GCF2531,M18
SaCNY231_FJ.contig_18.region001,SaCNY231_FJ_c18_001,arenicola,1,GCF2531,M18
SpCNT084_FJ.contig_24.region001,SpCNT084_FJ_c24_001,pacifica,1,GCF3558,M18
SaCNP105_SC.contig_36.region001,SaCNP105_SC_c36_001,arenicola,1,GCF2027,M18
StCNS416_BA.contig_18.region001,StCNS416_BA_c18_001,tropica,1,GCF4593,M18
SpDSM45544_FJ.contig_0.region022,SpDSM45544_FJ_c0_022,pacifica,1,GCF3558,M18
StCNY012_BA.contig_15.region001,StCNY012_BA_c15_001,tropica,1,GCF4604,M18
SaCNS848_FJ.contig_36.region001,SaCNS848_FJ_c36_001,arenicola,1,GCF2532,M18
SpCNY363_SC.contig_32.region001,SpCNY363_SC_c32_001,pacifica,1,GCF2531,M18
StCNB476_BA.contig_24.region001,StCNB476_BA_c24_001,tropica,1,GCF4593,M18
StCNY012_BA.contig_17.region001,StCNY012_BA_c17_001,tropica,1,GCF4593,M18
StCNB440_BA.contig_0.region013,StCNB440_BA_c0_013,tropica,1,GCF4604,M18
StCNB536_BA.contig_18.region001,StCNB536_BA_c18_001,tropica,1,GCF4604,M18
StCNT250_BA.contig_14.region001,StCNT250_BA_c14_001,tropica,1,GCF4604,M18
SaCNS299_PL.contig_21.region001,SaCNS299_PL_c21_001,arenicola,1,GCF2531,M18
SpCNT569_FJ.contig_23.region001,SpCNT569_FJ_c23_001,fenicalii,1,GCF4090,M18
StCNR699_BA.contig_17.region002,StCNR699_BA_c17_002,tropica,1,GCF4593,M18
SaCNY230_FJ.contig_52.region001,SaCNY230_FJ_c52_001,arenicola,1,GCF3400,M18
SpCNY331_SC.contig_83.region001,SpCNY331_SC_c83_001,pacifica,1,GCF2532,M18
SaCNT005_FJ.contig_36.region001,SaCNT005_FJ_c36_001,arenicola,1,GCF2532,M18
StCNY681_YU.contig_19.region001,StCNY681_YU_c19_001,tropica,1,GCF4604,M18
SpCNR942_PL.contig_27.region001,SpCNR942_PL_c27_001,fenicalii,1,GCF2027,M18
SaCNH996_SC.contig_40.region001,SaCNH996_SC_c40_001,arenicola,1,GCF2531,M18
StCNS197_BA.contig_16.region001,StCNS197_BA_c16_001,tropica,1,GCF4593,M18
StCNY678_YU.contig_14.region001,StCNY678_YU_c14_001,tropica,1,GCF4604,M18
SaCNH964_SC.contig_40.region001,SaCNH964_SC_c40_001,arenicola,1,GCF2027,M18
SpCNY363_SC.contig_73.region001,SpCNY363_SC_c73_001,pacifica,1,GCF3400,M18
StCNR699_BA.contig_21.region001,StCNR699_BA_c21_001,tropica,1,GCF4604,M18
SpCNS055_PL.contig_17.region001,SpCNS055_PL_c17_001,vitiensis,1,GCF4090,M18
SaCNY486_PV.contig_61.region001,SaCNY486_PV_c61_001,arenicola,1,GCF3400,M18
BGC0000142.1,Salinilactam,knownBGC,5,GCF4604,M18
SpDSM45549_FJ.contig_0.region003,SpDSM45549_FJ_c0_003,mooreana,1,GCF4090,M18
SaCNH964_SC.contig_25.region001,SaCNH964_SC_c25_001,arenicola,1,GCF4370,M19
SaCNY244_FJ.contig_28.region001,SaCNY244_FJ_c28_001,arenicola,1,GCF2012,M19
SpCNT403_FJ.contig_10.region002,SpCNT403_FJ_c10_002,oceanensis,1,GCF3576,M19
SpCNY498_PV.contig_3.region002,SpCNY498_PV_c3_002,pacifica,1,GCF3576,M19
SpCNR909_PL.contig_35.region001,SpCNR909_PL_c35_001,pacifica,1,GCF3561,M19
SpCNT131_FJ.contig_33.region001,SpCNT131_FJ_c33_001,pacifica,1,GCF3561,M19
SpCNT124_FJ.contig_12.region001,SpCNT124_FJ_c12_001,oceanensis,1,GCF4563,M19
SpCNY703_MD.contig_7.region001,SpCNY703_MD_c7_001,oceanensis,1,GCF4563,M19
SpCNY239_FJ.contig_20.region001,SpCNY239_FJ_c20_001,pacifica,1,GCF3576,M19
StCNY012_BA.contig_3.region004,StCNY012_BA_c3_004,tropica,1,GCF3576,M19
SaCNY282_FJ.contig_37.region001,SaCNY282_FJ_c37_001,arenicola,1,GCF2012,M19
SpCNY330_SC.contig_19.region001,SpCNY330_SC_c19_001,pacifica,1,GCF4522,M19
SpCNY331_SC.contig_1.region001,SpCNY331_SC_c1_001,pacifica,1,GCF4522,M19
SaCNY685_YU.contig_70.region001,SaCNY685_YU_c70_001,arenicola,1,GCF2012,M19
SpCNT603_FJ.contig_28.region001,SpCNT603_FJ_c28_001,pacifica,1,GCF3576,M19
SpCNY202_SC.contig_65.region001,SpCNY202_SC_c65_001,cortesiana,1,GCF3576,M19
SpCNT001_FJ.contig_2.region002,SpCNT001_FJ_c2_002,pacifica,1,GCF3576,M19
SpCNT029_FJ.contig_0.region011,SpCNT029_FJ_c0_011,oceanensis,1,GCF4563,M19
SpCNQ768_GU.contig_2.region001,SpCNQ768_GU_c2_001,pacifica,1,GCF3576,M19
SpCNH732_RS.contig_31.region001,SpCNH732_RS_c31_001,pacifica,1,GCF3561,M19
SpCNT796_HI.contig_30.region001,SpCNT796_HI_c30_001,pacifica,1,GCF3561,M19
SpCNT855_HI.contig_44.region001,SpCNT855_HI_c44_001,pacifica,1,GCF3561,M19
SpDSM45544_FJ.contig_0.region001,SpDSM45544_FJ_c0_001,pacifica,1,GCF3561,M19
StCNT250_BA.contig_1.region001,StCNT250_BA_c1_001,tropica,1,GCF4828,M19
SpCNT003_FJ.contig_4.region001,SpCNT003_FJ_c4_001,pacifica,1,GCF3576,M19
SpCNT131_FJ.contig_19.region001,SpCNT131_FJ_c19_001,pacifica,1,GCF3576,M19
SpCNR510_GU.contig_39.region001,SpCNR510_GU_c39_001,pacifica,1,GCF3561,M19
SaCNH905_BA.contig_42.region001,SaCNH905_BA_c42_001,arenicola,1,GCF2012,M19
SaCNY230_FJ.contig_48.region001,SaCNY230_FJ_c48_001,arenicola,1,GCF2012,M19
SaCNR921_PL.contig_8.region001,SaCNR921_PL_c8_001,arenicola,1,GCF2012,M19
SpCNT854_HI.contig_12.region001,SpCNT854_HI_c12_001,oceanensis,1,GCF4563,M19
SpDSM45547_FJ.contig_0.region021,SpDSM45547_FJ_c0_021,oceanensis,1,GCF4563,M19
SpCNH732_RS.contig_4.region001,SpCNH732_RS_c4_001,pacifica,1,GCF3576,M19
SpCNR510_GU.contig_30.region001,SpCNR510_GU_c30_001,pacifica,1,GCF4370,M19
SpCNT855_HI.contig_13.region001,SpCNT855_HI_c13_001,pacifica,1,GCF4522,M19
StCNR699_BA.contig_2.region001,StCNR699_BA_c2_001,tropica,1,GCF4828,M19
StCNY681_YU.contig_3.region001,StCNY681_YU_c3_001,tropica,1,GCF4828,M19
SaCNY237_FJ.contig_40.region001,SaCNY237_FJ_c40_001,arenicola,1,GCF2012,M19
SpCNS103_PL.contig_4.region002,SpCNS103_PL_c4_002,pacifica,1,GCF3576,M19
SpCNS237_PL.contig_5.region003,SpCNS237_PL_c5_003,mooreana,1,GCF4563,M19
SpDSM45549_FJ.contig_0.region011,SpDSM45549_FJ_c0_011,mooreana,1,GCF3576,M19
SpCNT796_HI.contig_25.region001,SpCNT796_HI_c25_001,pacifica,1,GCF4522,M19
SpCNT851_HI.contig_18.region001,SpCNT851_HI_c18_001,pacifica,1,GCF4522,M19
StCNS416_BA.contig_25.region001,StCNS416_BA_c25_001,tropica,1,GCF4828,M19
SpCNY330_SC.contig_74.region001,SpCNY330_SC_c74_001,pacifica,1,GCF4370,M19
SpCNR114_GU.contig_2.region002,SpCNR114_GU_c2_002,pacifica,1,GCF3576,M19
SpCNS055_PL.contig_35.region001,SpCNS055_PL_c35_001,vitiensis,1,GCF3561,M19
SaCNP105_SC.contig_25.region001,SaCNP105_SC_c25_001,arenicola,1,GCF2012,M19
SpCNY363_SC.contig_55.region001,SpCNY363_SC_c55_001,pacifica,1,GCF3561,M19
StCNB536_BA.contig_35.region001,StCNB536_BA_c35_001,tropica,1,GCF3576,M19
SpCNR909_PL.contig_1.region002,SpCNR909_PL_c1_002,pacifica,1,GCF3576,M19
SpCNT584_FJ.contig_12.region001,SpCNT584_FJ_c12_001,oceanensis,1,GCF4563,M19
SpCNY363_SC.contig_1.region001,SpCNY363_SC_c1_001,pacifica,1,GCF4522,M19
SaCNS051_PL.contig_36.region001,SaCNS051_PL_c36_001,arenicola,1,GCF2012,M19
SpCNS237_PL.contig_18.region001,SpCNS237_PL_c18_001,mooreana,1,GCF2012,M19
StCNS197_BA.contig_2.region001,StCNS197_BA_c2_001,tropica,1,GCF4828,M19
StCNY678_YU.contig_5.region001,StCNY678_YU_c5_001,tropica,1,GCF4828,M19
SaCNS673_FJ.contig_42.region001,SaCNS673_FJ_c42_001,arenicola,1,GCF2012,M19
SaCNT859_HI.contig_38.region001,SaCNT859_HI_c38_001,arenicola,1,GCF2012,M19
SpCNT045_FJ.contig_11.region001,SpCNT045_FJ_c11_001,oceanensis,1,GCF4563,M19
SpCNR894_PL.contig_17.region001,SpCNR894_PL_c17_001,pacifica,1,GCF3576,M19
SpCNY673_MD.contig_20.region001,SpCNY673_MD_c20_001,oceanensis,1,GCF4563,M19
SpDSM45544_FJ.contig_0.region002,SpDSM45544_FJ_c0_002,pacifica,1,GCF4522,M19
SpCNT084_FJ.contig_13.region001,SpCNT084_FJ_c13_001,pacifica,1,GCF3561,M19
SaCNY234_FJ.contig_32.region001,SaCNY234_FJ_c32_001,arenicola,1,GCF2012,M19
StCNT261_BA.contig_33.region001,StCNT261_BA_c33_001,tropica,1,GCF4828,M19
SpCNY646_RS.contig_4.region001,SpCNY646_RS_c4_001,mooreana,1,GCF4563,M19
SpCNT133_FJ.contig_14.region001,SpCNT133_FJ_c14_001,pacifica,1,GCF3561,M19
SpCNT003_FJ.contig_38.region001,SpCNT003_FJ_c38_001,pacifica,1,GCF3561,M19
SpCNS860_FJ.contig_13.region001,SpCNS860_FJ_c13_001,oceanensis,1,GCF4563,M19
SpCNS996_FJ.contig_19.region001,SpCNS996_FJ_c19_001,oceanensis,1,GCF4563,M19
SpCNY330_SC.contig_75.region001,SpCNY330_SC_c75_001,pacifica,1,GCF3561,M19
StCNH898_BA.contig_42.region001,StCNH898_BA_c42_001,tropica,1,GCF4828,M19
SpCNT851_HI.contig_37.region001,SpCNT851_HI_c37_001,pacifica,1,GCF4370,M19
SpCNY202_SC.contig_63.region001,SpCNY202_SC_c63_001,cortesiana,1,GCF4370,M19
SpDSM45543_FJ.contig_0.region016,SpDSM45543_FJ_c0_016,oceanensis,1,GCF4563,M19
StCNB536_BA.contig_32.region001,StCNB536_BA_c32_001,tropica,1,GCF4828,M19
SpCNT001_FJ.contig_36.region001,SpCNT001_FJ_c36_001,pacifica,1,GCF3561,M19
SpCNT851_HI.contig_28.region001,SpCNT851_HI_c28_001,pacifica,1,GCF4522,M19
SpCNY363_SC.contig_33.region001,SpCNY363_SC_c33_001,pacifica,1,GCF4370,M19
SpCNT609_FJ.contig_55.region001,SpCNT609_FJ_c55_001,pacifica,1,GCF4828,M19
SpCNS860_FJ.contig_19.region001,SpCNS860_FJ_c19_001,oceanensis,1,GCF4030,M20
SpCNT569_FJ.contig_12.region001,SpCNT569_FJ_c12_001,fenicalii,1,GCF4030,M20
SpCNT045_FJ.contig_10.region002,SpCNT045_FJ_c10_002,oceanensis,1,GCF4030,M20
SpDSM45543_FJ.contig_0.region004,SpDSM45543_FJ_c0_004,oceanensis,1,GCF4030,M20
SpCNS996_FJ.contig_7.region002,SpCNS996_FJ_c7_002,oceanensis,1,GCF4030,M20
SpCNT403_FJ.contig_14.region001,SpCNT403_FJ_c14_001,oceanensis,1,GCF4030,M20
SpCNT133_FJ.contig_27.region001,SpCNT133_FJ_c27_001,pacifica,1,GCF4030,M20
SpCNT584_FJ.contig_22.region001,SpCNT584_FJ_c22_001,oceanensis,1,GCF4030,M20
SpCNT084_FJ.contig_26.region001,SpCNT084_FJ_c26_001,pacifica,1,GCF4030,M20
SpCNT609_FJ.contig_11.region001,SpCNT609_FJ_c11_001,pacifica,1,GCF4030,M20
SpCNT854_HI.contig_10.region001,SpCNT854_HI_c10_001,oceanensis,1,GCF4030,M20
SpCNT124_FJ.contig_13.region001,SpCNT124_FJ_c13_001,oceanensis,1,GCF4030,M20
SpCNR942_PL.contig_25.region001,SpCNR942_PL_c25_001,fenicalii,1,GCF4030,M20
SaCNH718_RS.contig_15.region001,SaCNH718_RS_c15_001,arenicola,1,GCF2031,M21
SaCNH905_BA.contig_15.region001,SaCNH905_BA_c15_001,arenicola,1,GCF2031,M21
SaCNH941_SC.contig_2.region003,SaCNH941_SC_c2_003,arenicola,1,GCF2031,M21
SaCNB527_BA.contig_42.region001,SaCNB527_BA_c42_001,arenicola,1,GCF2030,M21
SaCNS673_FJ.contig_7.region001,SaCNS673_FJ_c7_001,arenicola,1,GCF1937,M21
SaCNS820_FJ.contig_11.region001,SaCNS820_FJ_c11_001,arenicola,1,GCF1937,M21
SaCNY694_YU.contig_10.region001,SaCNY694_YU_c10_001,arenicola,1,GCF1937,M21
SaCNB458_BA.contig_39.region001,SaCNB458_BA_c39_001,arenicola,1,GCF2031,M21
SaCNS325_PL.contig_10.region001,SaCNS325_PL_c10_001,arenicola,1,GCF1937,M21
SaCNR921_PL.contig_12.region001,SaCNR921_PL_c12_001,arenicola,1,GCF3047,M21
SpDSM45547_FJ.contig_0.region013,SpDSM45547_FJ_c0_013,oceanensis,1,GCF3933,M21
SaCNT798_HI.contig_1.region001,SaCNT798_HI_c1_001,arenicola,1,GCF2950,M21
SaCNT800_HI.contig_8.region001,SaCNT800_HI_c8_001,arenicola,1,GCF2950,M21
SaCNH996_SC.contig_35.region001,SaCNH996_SC_c35_001,arenicola,1,GCF1937,M21
SaCNY685_YU.contig_14.region001,SaCNY685_YU_c14_001,arenicola,1,GCF1937,M21
SaCNH962_SC.contig_14.region001,SaCNH962_SC_c14_001,arenicola,1,GCF1937,M21
SaCNT799_HI.contig_6.region002,SaCNT799_HI_c6_002,arenicola,1,GCF2030,M21
SaCNT798_HI.contig_7.region002,SaCNT798_HI_c7_002,arenicola,1,GCF2030,M21
SaCNY244_FJ.contig_16.region001,SaCNY244_FJ_c16_001,arenicola,1,GCF2031,M21
SaCNY685_YU.contig_34.region001,SaCNY685_YU_c34_001,arenicola,1,GCF2031,M21
SaCNX814_PM.contig_21.region001,SaCNX814_PM_c21_001,arenicola,1,GCF3047,M21
SaCNY234_FJ.contig_6.region001,SaCNY234_FJ_c6_001,arenicola,1,GCF1937,M21
SaCNR425_GU.contig_18.region001,SaCNR425_GU_c18_001,arenicola,1,GCF3047,M21
SaCNY230_FJ.contig_33.region001,SaCNY230_FJ_c33_001,arenicola,1,GCF2031,M21
SaCNS205_PL.contig_0.region010,SaCNS205_PL_c0_010,arenicola,1,GCF1937,M21
SaCNY244_FJ.contig_22.region001,SaCNY244_FJ_c22_001,arenicola,1,GCF2030,M21
SaCNY237_FJ.contig_3.region004,SaCNY237_FJ_c3_004,arenicola,1,GCF1937,M21
SaCNX508_PM.contig_24.region001,SaCNX508_PM_c24_001,arenicola,1,GCF3047,M21
SaCNY244_FJ.contig_13.region001,SaCNY244_FJ_c13_001,arenicola,1,GCF1937,M21
SaCNY486_PV.contig_11.region001,SaCNY486_PV_c11_001,arenicola,1,GCF1937,M21
SaCNH996B_SC.contig_49.region001,SaCNH996B_SC_c49_001,arenicola,1,GCF2031,M21
SaCNS848_FJ.contig_15.region001,SaCNS848_FJ_c15_001,arenicola,1,GCF3047,M21
SaCNH963_SC.contig_39.region001,SaCNH963_SC_c39_001,arenicola,1,GCF2031,M21
SaCNS243_PL.contig_15.region001,SaCNS243_PL_c15_001,arenicola,1,GCF3047,M21
SaCNS744_FJ.contig_8.region002,SaCNS744_FJ_c8_002,arenicola,1,GCF1937,M21
SaCNY011_BA.contig_15.region001,SaCNY011_BA_c15_001,arenicola,1,GCF2031,M21
SaCNY256_FJ.contig_10.region001,SaCNY256_FJ_c10_001,arenicola,1,GCF1937,M21
SaCNT799_HI.contig_19.region001,SaCNT799_HI_c19_001,arenicola,1,GCF2031,M21
SaCNT850_HI.contig_17.region001,SaCNT850_HI_c17_001,arenicola,1,GCF2031,M21
SaCNP105_SC.contig_45.region001,SaCNP105_SC_c45_001,arenicola,1,GCF2023,M21
SaCNP105_SC.contig_19.region001,SaCNP105_SC_c19_001,arenicola,1,GCF2031,M21
SaCNH718_RS.contig_14.region001,SaCNH718_RS_c14_001,arenicola,1,GCF1937,M21
SaCNS296_PL.contig_10.region002,SaCNS296_PL_c10_002,arenicola,1,GCF1937,M21
SaCNS342_FJ.contig_6.region001,SaCNS342_FJ_c6_001,arenicola,1,GCF1937,M21
SaCNY260_FJ.contig_7.region001,SaCNY260_FJ_c7_001,arenicola,1,GCF1937,M21
SaCNR921_PL.contig_15.region002,SaCNR921_PL_c15_002,arenicola,1,GCF1937,M21
SaCNS299_PL.contig_5.region001,SaCNS299_PL_c5_001,arenicola,1,GCF1937,M21
SaCNY679_YU.contig_8.region002,SaCNY679_YU_c8_002,arenicola,1,GCF2030,M21
SaCNH905_BA.contig_16.region002,SaCNH905_BA_c16_002,arenicola,1,GCF2030,M21
SaCNQ748_GU.contig_3.region002,SaCNQ748_GU_c3_002,arenicola,1,GCF1937,M21
SaCNT005_FJ.contig_5.region001,SaCNT005_FJ_c5_001,arenicola,1,GCF1937,M21
SaCNX482_PM.contig_15.region001,SaCNX482_PM_c15_001,arenicola,1,GCF3047,M21
SaCNH643_BA.contig_22.region001,SaCNH643_BA_c22_001,arenicola,1,GCF2031,M21
SaCNS051_PL.contig_6.region001,SaCNS051_PL_c6_001,arenicola,1,GCF1937,M21
SaCNH713_RS.contig_6.region002,SaCNH713_RS_c6_002,arenicola,1,GCF2030,M21
SaCNX891_PM.contig_8.region002,SaCNX891_PM_c8_002,arenicola,1,GCF1937,M21
SaCNY690_YU.contig_8.region001,SaCNY690_YU_c8_001,arenicola,1,GCF1937,M21
SaCNH877_BA.contig_9.region002,SaCNH877_BA_c9_002,arenicola,1,GCF2030,M21
SaCNH713_RS.contig_6.region003,SaCNH713_RS_c6_003,arenicola,1,GCF2031,M21
SaCNB458_BA.contig_8.region001,SaCNB458_BA_c8_001,arenicola,1,GCF1937,M21
SaCNT849_HI.contig_17.region001,SaCNT849_HI_c17_001,arenicola,1,GCF3047,M21
SaCNH646_BA.contig_18.region001,SaCNH646_BA_c18_001,arenicola,1,GCF2031,M21
SaCNS820_FJ.contig_25.region001,SaCNS820_FJ_c25_001,arenicola,1,GCF3047,M21
SaCNH963_SC.contig_13.region002,SaCNH963_SC_c13_002,arenicola,1,GCF1937,M21
SaCNS848_FJ.contig_8.region002,SaCNS848_FJ_c8_002,arenicola,1,GCF2030,M21
SpCNY239_FJ.contig_30.region001,SpCNY239_FJ_c30_001,pacifica,1,GCF3933,M21
SaCNH962_SC.contig_38.region001,SaCNH962_SC_c38_001,arenicola,1,GCF2031,M21
SaCNQ884_GU.contig_9.region001,SaCNQ884_GU_c9_001,arenicola,1,GCF1937,M21
SaCNX508_PM.contig_12.region002,SaCNX508_PM_c12_002,arenicola,1,GCF1937,M21
SaCNH996B_SC.contig_39.region001,SaCNH996B_SC_c39_001,arenicola,1,GCF1937,M21
SaCNT857_HI.contig_3.region002,SaCNT857_HI_c3_002,arenicola,1,GCF2030,M21
SaCNX482_PM.contig_14.region001,SaCNX482_PM_c14_001,arenicola,1,GCF1937,M21
SaCNY282_FJ.contig_28.region001,SaCNY282_FJ_c28_001,arenicola,1,GCF2031,M21
SaCNR107_GU.contig_12.region001,SaCNR107_GU_c12_001,arenicola,1,GCF3047,M21
SaCNY679_YU.contig_17.region001,SaCNY679_YU_c17_001,arenicola,1,GCF2031,M21
SaCNR425_GU.contig_10.region002,SaCNR425_GU_c10_002,arenicola,1,GCF1937,M21
SaCNY237_FJ.contig_27.region001,SaCNY237_FJ_c27_001,arenicola,1,GCF2031,M21
SaCNH996_SC.contig_44.region001,SaCNH996_SC_c44_001,arenicola,1,GCF2031,M21
SaCNY230_FJ.contig_12.region001,SaCNY230_FJ_c12_001,arenicola,1,GCF1937,M21
SaCNT800_HI.contig_19.region001,SaCNT800_HI_c19_001,arenicola,1,GCF3047,M21
SaCNT849_HI.contig_10.region001,SaCNT849_HI_c10_001,arenicola,1,GCF2030,M21
SaCNQ884_GU.contig_29.region001,SaCNQ884_GU_c29_001,arenicola,1,GCF3047,M21
SaCNX481_PM.contig_27.region001,SaCNX481_PM_c27_001,arenicola,1,GCF3047,M21
SaCNH646_BA.contig_20.region001,SaCNH646_BA_c20_001,arenicola,1,GCF2030,M21
SaCNY282_FJ.contig_12.region001,SaCNY282_FJ_c12_001,arenicola,1,GCF1937,M21
SaCNH643_BA.contig_8.region002,SaCNH643_BA_c8_002,arenicola,1,GCF2030,M21
SaCNB527_BA.contig_24.region001,SaCNB527_BA_c24_001,arenicola,1,GCF4008,M21
SaCNT849_HI.contig_3.region001,SaCNT849_HI_c3_001,arenicola,1,GCF2950,M21
SaCNT857_HI.contig_1.region001,SaCNT857_HI_c1_001,arenicola,1,GCF2950,M21
SaCNX814_PM.contig_10.region001,SaCNX814_PM_c10_001,arenicola,1,GCF1937,M21
SaCNR107_GU.contig_11.region001,SaCNR107_GU_c11_001,arenicola,1,GCF1937,M21
SaCNX481_PM.contig_8.region002,SaCNX481_PM_c8_002,arenicola,1,GCF1937,M21
SaCNS205_PL.contig_0.region009,SaCNS205_PL_c0_009,arenicola,1,GCF3047,M21
SaCNH646_BA.contig_15.region001,SaCNH646_BA_c15_001,arenicola,1,GCF2030,M21
SaCNH964_SC.contig_8.region002,SaCNH964_SC_c8_002,arenicola,1,GCF2030,M21
SaCNT859_HI.contig_18.region001,SaCNT859_HI_c18_001,arenicola,1,GCF3047,M21
SaCNP105_SC.contig_9.region002,SaCNP105_SC_c9_002,arenicola,1,GCF2030,M21
SaCNT800_HI.contig_9.region001,SaCNT800_HI_c9_001,arenicola,1,GCF2030,M21
SaCNT798_HI.contig_20.region001,SaCNT798_HI_c20_001,arenicola,1,GCF3047,M21
SaCNY011_BA.contig_10.region001,SaCNY011_BA_c10_001,arenicola,1,GCF2030,M21
SaCNH877_BA.contig_22.region001,SaCNH877_BA_c22_001,arenicola,1,GCF2031,M21
SaCNP193_SC.contig_2.region002,SaCNP193_SC_c2_002,arenicola,1,GCF2030,M21
SaCNY280_FJ.contig_0.region004,SaCNY280_FJ_c0_004,arenicola,1,GCF2031,M21
SpCNT403_FJ.contig_23.region001,SpCNT403_FJ_c23_001,oceanensis,1,GCF2023,M21
SaCNH941_SC.contig_2.region002,SaCNH941_SC_c2_002,arenicola,1,GCF2030,M21
SaCNY231_FJ.contig_6.region002,SaCNY231_FJ_c6_002,arenicola,1,GCF1937,M21
SaCNY280_FJ.contig_0.region003,SaCNY280_FJ_c0_003,arenicola,1,GCF2030,M21
SaCNB527_BA.contig_15.region002,SaCNB527_BA_c15_002,arenicola,1,GCF1937,M21
SaCNP193_SC.contig_2.region003,SaCNP193_SC_c2_003,arenicola,1,GCF2031,M21
SaCNT850_HI.contig_6.region002,SaCNT850_HI_c6_002,arenicola,1,GCF2030,M21
SaDSM45545_FJ.contig_0.region003,SaDSM45545_FJ_c0_003,arenicola,1,GCF2030,M21
SaCNH964_SC.contig_19.region001,SaCNH964_SC_c19_001,arenicola,1,GCF2031,M21
SaDSM45545_FJ.contig_0.region002,SaDSM45545_FJ_c0_002,arenicola,1,GCF2031,M21
SaCNY486_PV.contig_30.region001,SaCNY486_PV_c30_001,arenicola,1,GCF2031,M21
SaCNT857_HI.contig_3.region003,SaCNT857_HI_c3_003,arenicola,1,GCF3047,M21
SaCNS243_PL.contig_17.region002,SaCNS243_PL_c17_002,arenicola,1,GCF1937,M21
SaCNT859_HI.contig_7.region001,SaCNT859_HI_c7_001,arenicola,1,GCF2030,M21
SpCNT045_FJ.contig_24.region001,SpCNT045_FJ_c24_001,oceanensis,1,GCF2023,M21
SaCNH905_BA.contig_20.region001,SaCNH905_BA_c20_001,arenicola,1,GCF2030,M21
SaCNH964_SC.contig_46.region001,SaCNH964_SC_c46_001,arenicola,1,GCF2023,M21
SpCNS996_FJ.contig_23.region001,SpCNS996_FJ_c23_001,oceanensis,1,GCF2023,M21
SpCNY202_SC.contig_1.region001,SpCNY202_SC_c1_001,cortesiana,1,GCF2023,M21
SpDSM45547_FJ.contig_0.region008,SpDSM45547_FJ_c0_008,oceanensis,1,GCF2023,M21
SaCNP193_SC.contig_41.region001,SaCNP193_SC_c41_001,arenicola,1,GCF2023,M21
