Id	Label	clade	module	gcf.num	mod2gcf	bigscape.class	predicted.type
SaCNR425_GU.contig_10.region001	SaCNR425_GU_c10_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNH646_BA.contig_15.region002	SaCNH646_BA_c15_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS243_PL.contig_17.region001	SaCNS243_PL_c17_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNR107_GU.contig_11.region002	SaCNR107_GU_c11_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNY679_YU.contig_8.region001	SaCNY679_YU_c8_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS325_PL.contig_10.region002	SaCNS325_PL_c10_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNY690_YU.contig_46.region001	SaCNY690_YU_c46_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNY282_FJ.contig_12.region002	SaCNY282_FJ_c12_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNT799_HI.contig_6.region001	SaCNT799_HI_c6_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNY685_YU.contig_40.region001	SaCNY685_YU_c40_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNQ748_GU.contig_3.region001	SaCNQ748_GU_c3_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNY694_YU.contig_37.region001	SaCNY694_YU_c37_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS820_FJ.contig_11.region002	SaCNS820_FJ_c11_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNT849_HI.contig_10.region002	SaCNT849_HI_c10_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNH718_RS.contig_14.region002	SaCNH718_RS_c14_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNB458_BA.contig_8.region002	SaCNB458_BA_c8_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNQ884_GU.contig_9.region002	SaCNQ884_GU_c9_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS744_FJ.contig_8.region001	SaCNS744_FJ_c8_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS673_FJ.contig_7.region002	SaCNS673_FJ_c7_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNH713_RS.contig_6.region001	SaCNH713_RS_c6_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNS296_PL.contig_10.region001	SaCNS296_PL_c10_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNT857_HI.contig_3.region001	SaCNT857_HI_c3_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNY260_FJ.contig_7.region002	SaCNY260_FJ_c7_002	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNT798_HI.contig_7.region001	SaCNT798_HI_c7_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNT859_HI.contig_7.region002	SaCNT859_HI_c7_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNX891_PM.contig_8.region001	SaCNX891_PM_c8_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNH963_SC.contig_13.region001	SaCNH963_SC_c13_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNR921_PL.contig_15.region001	SaCNR921_PL_c15_001	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNX481_PM.contig_8.region001	SaCNX481_PM_c8_001	arenicola	M25	GCF3313	M25_GCF3313	PKSother	T1PKS.PKS-like
SaCNY486_PV.contig_11.region002	SaCNY486_PV_c11_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNY280_FJ.contig_0.region002	SaCNY280_FJ_c0_002	arenicola	M25	GCF2172	M25_GCF2172	PKSother	T1PKS.PKS-like
SaCNY690_YU.contig_21.region001	SaCNY690_YU_c21_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNQ884_GU.contig_36.region001	SaCNQ884_GU_c36_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SpCNY239_FJ.contig_14.region001	SpCNY239_FJ_c14_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNT800_HI.contig_33.region001	SaCNT800_HI_c33_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNT800_HI.contig_29.region001	SaCNT800_HI_c29_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SpCNS103_PL.contig_6.region002	SpCNS103_PL_c6_002	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY234_FJ.contig_33.region001	SaCNY234_FJ_c33_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNH718_RS.contig_19.region001	SaCNH718_RS_c19_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNY260_FJ.contig_32.region001	SaCNY260_FJ_c32_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNT849_HI.contig_28.region001	SaCNT849_HI_c28_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNH877_BA.contig_27.region001	SaCNH877_BA_c27_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNY280_FJ.contig_30.region001	SaCNY280_FJ_c30_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SpCNQ768_GU.contig_9.region001	SpCNQ768_GU_c9_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SpCNY498_PV.contig_5.region002	SpCNY498_PV_c5_002	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNR425_GU.contig_38.region001	SaCNR425_GU_c38_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNH718_RS.contig_39.region001	SaCNH718_RS_c39_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNB527_BA.contig_23.region001	SaCNB527_BA_c23_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNY685_YU.contig_57.region001	SaCNY685_YU_c57_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNS848_FJ.contig_35.region001	SaCNS848_FJ_c35_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNX482_PM.contig_27.region001	SaCNX482_PM_c27_001	arenicola	M26	GCF3061	M26_GCF3061	NRPS	NRPS-like
SaCNS325_PL.contig_31.region001	SaCNS325_PL_c31_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNT857_HI.contig_36.region001	SaCNT857_HI_c36_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNT859_HI.contig_40.region001	SaCNT859_HI_c40_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNS296_PL.contig_27.region001	SaCNS296_PL_c27_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SpCNT855_HI.contig_10.region001	SpCNT855_HI_c10_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNX508_PM.contig_0.region002	SaCNX508_PM_c0_002	arenicola	M26	GCF3061	M26_GCF3061	NRPS	NRPS-like
SaCNS299_PL.contig_43.region001	SaCNS299_PL_c43_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNT005_FJ.contig_35.region001	SaCNT005_FJ_c35_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SpCNR114_GU.contig_13.region001	SpCNR114_GU_c13_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNS243_PL.contig_33.region001	SaCNS243_PL_c33_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNY234_FJ.contig_30.region001	SaCNY234_FJ_c30_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNY256_FJ.contig_28.region001	SaCNY256_FJ_c28_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNH877_BA.contig_49.region001	SaCNH877_BA_c49_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SpCNT131_FJ.contig_11.region001	SpCNT131_FJ_c11_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY256_FJ.contig_23.region001	SaCNY256_FJ_c23_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNS325_PL.contig_34.region001	SaCNS325_PL_c34_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaDSM45545_FJ.contig_0.region015	SaDSM45545_FJ_c0_015	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNH643_BA.contig_17.region002	SaCNH643_BA_c17_002	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SpCNR909_PL.contig_11.region001	SpCNR909_PL_c11_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY244_FJ.contig_29.region001	SaCNY244_FJ_c29_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNT859_HI.contig_45.region001	SaCNT859_HI_c45_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNS820_FJ.contig_24.region001	SaCNS820_FJ_c24_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNY282_FJ.contig_26.region001	SaCNY282_FJ_c26_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SpCNT796_HI.contig_11.region001	SpCNT796_HI_c11_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY231_FJ.contig_26.region001	SaCNY231_FJ_c26_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SpDSM45544_FJ.contig_0.region019	SpDSM45544_FJ_c0_019	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY694_YU.contig_51.region001	SaCNY694_YU_c51_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNR425_GU.contig_35.region001	SaCNR425_GU_c35_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNH713_RS.contig_9.region001	SaCNH713_RS_c9_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNH905_BA.contig_48.region001	SaCNH905_BA_c48_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SpCNT003_FJ.contig_12.region001	SpCNT003_FJ_c12_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNS342_FJ.contig_32.region001	SaCNS342_FJ_c32_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SpCNR894_PL.contig_3.region003	SpCNR894_PL_c3_003	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNT798_HI.contig_40.region001	SaCNT798_HI_c40_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNS744_FJ.contig_34.region001	SaCNS744_FJ_c34_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNT799_HI.contig_37.region001	SaCNT799_HI_c37_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNS820_FJ.contig_31.region001	SaCNS820_FJ_c31_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNQ884_GU.contig_46.region001	SaCNQ884_GU_c46_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNY237_FJ.contig_26.region001	SaCNY237_FJ_c26_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNX481_PM.contig_21.region001	SaCNX481_PM_c21_001	arenicola	M26	GCF3061	M26_GCF3061	NRPS	NRPS-like
SaCNY011_BA.contig_23.region001	SaCNY011_BA_c23_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SpCNY330_SC.contig_17.region001	SpCNY330_SC_c17_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNH643_BA.contig_44.region001	SaCNH643_BA_c44_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SpCNT851_HI.contig_6.region001	SpCNT851_HI_c6_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SpCNT001_FJ.contig_9.region001	SpCNT001_FJ_c9_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY230_FJ.contig_47.region001	SaCNY230_FJ_c47_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNS243_PL.contig_30.region001	SaCNS243_PL_c30_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNT857_HI.contig_43.region001	SaCNT857_HI_c43_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNY244_FJ.contig_23.region001	SaCNY244_FJ_c23_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNQ748_GU.contig_28.region001	SaCNQ748_GU_c28_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNH905_BA.contig_11.region001	SaCNH905_BA_c11_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNY230_FJ.contig_42.region001	SaCNY230_FJ_c42_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNS744_FJ.contig_36.region001	SaCNS744_FJ_c36_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNS673_FJ.contig_24.region001	SaCNS673_FJ_c24_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNY694_YU.contig_29.region001	SaCNY694_YU_c29_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SaCNS299_PL.contig_36.region001	SaCNS299_PL_c36_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNB458_BA.contig_26.region001	SaCNB458_BA_c26_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SpCNY363_SC.contig_10.region001	SpCNY363_SC_c10_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNS342_FJ.contig_38.region001	SaCNS342_FJ_c38_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SaCNT799_HI.contig_35.region001	SaCNT799_HI_c35_001	arenicola	M26	GCF1995	M26_GCF1995	NRPS	NRPS-like
SpCNT603_FJ.contig_3.region001	SpCNT603_FJ_c3_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SpCNY331_SC.contig_16.region001	SpCNY331_SC_c16_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNT849_HI.contig_32.region001	SaCNT849_HI_c32_001	arenicola	M26	GCF2541	M26_GCF2541	NRPS	NRPS-like
SaCNX891_PM.contig_24.region001	SaCNX891_PM_c24_001	arenicola	M26	GCF3061	M26_GCF3061	NRPS	NRPS-like
SaCNT798_HI.contig_35.region001	SaCNT798_HI_c35_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNS205_PL.contig_0.region022	SaCNS205_PL_c0_022	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SpCNH732_RS.contig_7.region002	SpCNH732_RS_c7_002	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY679_YU.contig_18.region001	SaCNY679_YU_c18_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNT850_HI.contig_32.region001	SaCNT850_HI_c32_001	arenicola	M26	GCF3537	M26_GCF3537	NRPS	NRPS-like
SaCNT005_FJ.contig_42.region001	SaCNT005_FJ_c42_001	arenicola	M26	GCF2014	M26_GCF2014	NRPS	NRPS-like
SpCNR510_GU.contig_19.region001	SpCNR510_GU_c19_001	pacifica	M26	GCF3567	M26_GCF3567	NRPS	NRPS-like
SaCNY685_YU.contig_28.region001	SaCNY685_YU_c28_001	arenicola	M26	GCF1971	M26_GCF1971	NRPS	NRPS-like
SaCNX814_PM.contig_9.region001	SaCNX814_PM_c9_001	arenicola	M26	GCF3061	M26_GCF3061	NRPS	NRPS-like
SaCNY260_FJ.contig_30.region001	SaCNY260_FJ_c30_001	arenicola	M26	GCF2538	M26_GCF2538	NRPS	NRPS-like
SaCNX481_PM.contig_3.region001	SaCNX481_PM_c3_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNX482_PM.contig_3.region001	SaCNX482_PM_c3_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNH996B_SC.contig_62.region001	SaCNH996B_SC_c62_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNS820_FJ.contig_6.region002	SaCNS820_FJ_c6_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNS744_FJ.contig_5.region002	SaCNS744_FJ_c5_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNX508_PM.contig_4.region002	SaCNX508_PM_c4_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNX891_PM.contig_5.region001	SaCNX891_PM_c5_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNQ748_GU.contig_39.region001	SaCNQ748_GU_c39_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNY260_FJ.contig_10.region001	SaCNY260_FJ_c10_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNX814_PM.contig_5.region001	SaCNX814_PM_c5_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNY244_FJ.contig_0.region002	SaCNY244_FJ_c0_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNR107_GU.contig_23.region001	SaCNR107_GU_c23_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNH996_SC.contig_58.region001	SaCNH996_SC_c58_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNS205_PL.contig_0.region013	SaCNS205_PL_c0_013	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNS243_PL.contig_6.region002	SaCNS243_PL_c6_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNH718_RS.contig_5.region002	SaCNH718_RS_c5_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNY237_FJ.contig_3.region001	SaCNY237_FJ_c3_001	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SaCNS296_PL.contig_7.region002	SaCNS296_PL_c7_002	arenicola	M27	GCF2686	M27_GCF2686	PKS-NRP_Hybrids	T1PKS.NRPS
SpCNT084_FJ.contig_63.region001	SpCNT084_FJ_c63_001	pacifica	M28	GCF3970	M28_GCF3970	RiPPs	lanthipeptide
SpCNT133_FJ.contig_73.region001	SpCNT133_FJ_c73_001	pacifica	M28	GCF3970	M28_GCF3970	RiPPs	lanthipeptide
SpCNT851_HI.contig_0.region001	SpCNT851_HI_c0_001	pacifica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
StCNS416_BA.contig_9.region001	StCNS416_BA_c9_001	tropica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SaCNX481_PM.contig_13.region001	SaCNX481_PM_c13_001	arenicola	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
StCNB536_BA.contig_37.region001	StCNB536_BA_c37_001	tropica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNT001_FJ.contig_35.region001	SpCNT001_FJ_c35_001	pacifica	M29	GCF4063	M29_GCF4063	RiPPs	lanthipeptide
SpCNR909_PL.contig_33.region001	SpCNR909_PL_c33_001	pacifica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNT131_FJ.contig_37.region001	SpCNT131_FJ_c37_001	pacifica	M29	GCF4063	M29_GCF4063	RiPPs	lanthipeptide
SaCNY231_FJ.contig_35.region001	SaCNY231_FJ_c35_001	arenicola	M29	GCF4035	M29_GCF4035	RiPPs	lanthipeptide
SaCNS299_PL.contig_33.region001	SaCNS299_PL_c33_001	arenicola	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNQ768_GU.contig_0.region001	SpCNQ768_GU_c0_001	pacifica	M29	GCF4035	M29_GCF4035	RiPPs	lanthipeptide
SaCNX482_PM.contig_32.region001	SaCNX482_PM_c32_001	arenicola	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNT084_FJ.contig_39.region001	SpCNT084_FJ_c39_001	pacifica	M29	GCF4035	M29_GCF4035	RiPPs	lanthipeptide
StCNR699_BA.contig_11.region001	StCNR699_BA_c11_001	tropica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNY239_FJ.contig_52.region001	SpCNY239_FJ_c52_001	pacifica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SaCNS243_PL.contig_18.region001	SaCNS243_PL_c18_001	arenicola	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNT609_FJ.contig_9.region001	SpCNT609_FJ_c9_001	pacifica	M29	GCF4035	M29_GCF4035	RiPPs	lanthipeptide
SpCNT796_HI.contig_0.region001	SpCNT796_HI_c0_001	pacifica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpDSM45543_FJ.contig_0.region019	SpDSM45543_FJ_c0_019	oceanensis	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNS103_PL.contig_51.region001	SpCNS103_PL_c51_001	pacifica	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpDSM45549_FJ.contig_0.region004	SpDSM45549_FJ_c0_004	mooreana	M29	GCF3756	M29_GCF3756	RiPPs	lanthipeptide
SpCNT403_FJ.contig_31.region001	SpCNT403_FJ_c31_001	oceanensis	M29	GCF4063	M29_GCF4063	RiPPs	lanthipeptide
SpCNT133_FJ.contig_40.region001	SpCNT133_FJ_c40_001	pacifica	M29	GCF4035	M29_GCF4035	RiPPs	lanthipeptide
SpCNT796_HI.contig_13.region001	SpCNT796_HI_c13_001	pacifica	M3	GCF4089	M3_GCF4089	NRPS	NRPS
SpCNY646_RS.contig_1.region002	SpCNY646_RS_c1_002	mooreana	M3	GCF4782	M3_GCF4782	NRPS	NRPS
SaCNX891_PM.contig_14.region001	SaCNX891_PM_c14_001	arenicola	M3	GCF2038	M3_GCF2038	NRPS	NRPS
SaCNH963_SC.contig_38.region001	SaCNH963_SC_c38_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNR107_GU.contig_9.region001	SaCNR107_GU_c9_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNH996_SC.contig_29.region001	SaCNH996_SC_c29_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNT800_HI.contig_5.region001	SaCNT800_HI_c5_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNY685_YU.contig_9.region001	SaCNY685_YU_c9_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNH996B_SC.contig_32.region001	SaCNH996B_SC_c32_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SaCNS820_FJ.contig_17.region001	SaCNS820_FJ_c17_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SpCNT133_FJ.contig_11.region002	SpCNT133_FJ_c11_002	pacifica	M3	GCF4093	M3_GCF4093	NRPS	NRPS
SpCNY330_SC.contig_55.region001	SpCNY330_SC_c55_001	pacifica	M3	GCF4089	M3_GCF4089	NRPS	NRPS
SpCNY239_FJ.contig_23.region001	SpCNY239_FJ_c23_001	pacifica	M3	GCF4007	M3_GCF4007	NRPS	NRPS
SaCNY280_FJ.contig_28.region001	SaCNY280_FJ_c28_001	arenicola	M3	GCF2038	M3_GCF2038	NRPS	NRPS
SpCNT045_FJ.contig_19.region002	SpCNT045_FJ_c19_002	oceanensis	M3	GCF4068	M3_GCF4068	NRPS	NRPS
SaCNX482_PM.contig_18.region001	SaCNX482_PM_c18_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SpCNY666_MD.contig_29.region001	SpCNY666_MD_c29_001	goodfellowii	M3	GCF3865	M3_GCF3865	NRPS	NRPS
SaCNH996_SC.contig_32.region001	SaCNH996_SC_c32_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SpCNT131_FJ.contig_34.region001	SpCNT131_FJ_c34_001	pacifica	M3	GCF4007	M3_GCF4007	NRPS	NRPS
SpCNS860_FJ.contig_15.region001	SpCNS860_FJ_c15_001	oceanensis	M3	GCF4068	M3_GCF4068	NRPS	NRPS
SpCNY666_MD.contig_44.region001	SpCNY666_MD_c44_001	goodfellowii	M3	GCF4089	M3_GCF4089	NRPS	NRPS
SaCNY690_YU.contig_39.region001	SaCNY690_YU_c39_001	arenicola	M3	GCF3865	M3_GCF3865	NRPS	NRPS
SpCNT851_HI.contig_34.region001	SpCNT851_HI_c34_001	pacifica	M3	GCF4007	M3_GCF4007	NRPS	NRPS
SaCNY694_YU.contig_36.region001	SaCNY694_YU_c36_001	arenicola	M3	GCF3865	M3_GCF3865	NRPS	NRPS
SaCNP193_SC.contig_31.region001	SaCNP193_SC_c31_001	arenicola	M3	GCF2038	M3_GCF2038	NRPS	NRPS
SaCNT799_HI.contig_15.region001	SaCNT799_HI_c15_001	arenicola	M3	GCF2022	M3_GCF2022	NRPS	NRPS
SpCNH732_RS.contig_20.region001	SpCNH732_RS_c20_001	pacifica	M3	GCF4007	M3_GCF4007	NRPS	NRPS
SaCNY260_FJ.contig_8.region001	SaCNY260_FJ_c8_001	arenicola	M3	GCF1958	M3_GCF1958	NRPS	NRPS
SpCNT569_FJ.contig_9.region002	SpCNT569_FJ_c9_002	fenicalii	M3	GCF4093	M3_GCF4093	NRPS	NRPS
SpCNY363_SC.contig_66.region001	SpCNY363_SC_c66_001	pacifica	M3	GCF4007	M3_GCF4007	NRPS	NRPS
