"Id","Label","clade","size","GCF.num"
"SaCNY280_FJ.contig_2.region003","SaCNY280_FJ_c2_003","arenicola","1","GCF2046"
"SaCNY280_FJ.contig_20.region001","SaCNY280_FJ_c20_001","arenicola","1","GCF3059"
"SaCNY280_FJ.contig_21.region001","SaCNY280_FJ_c21_001","arenicola","1","GCF2531"
"SaCNY280_FJ.contig_22.region001","SaCNY280_FJ_c22_001","arenicola","1","GCF1915"
"SaCNY280_FJ.contig_25.region001","SaCNY280_FJ_c25_001","arenicola","1","GCF2027"
"SaCNY280_FJ.contig_27.region001","SaCNY280_FJ_c27_001","arenicola","1","GCF3070"
"SaCNY280_FJ.contig_28.region001","SaCNY280_FJ_c28_001","arenicola","1","GCF2038"
"SaCNY280_FJ.contig_30.region001","SaCNY280_FJ_c30_001","arenicola","1","GCF3537"
"SaCNY280_FJ.contig_32.region001","SaCNY280_FJ_c32_001","arenicola","1","GCF3337"
"SaCNY280_FJ.contig_34.region001","SaCNY280_FJ_c34_001","arenicola","1","GCF1429"
"SaCNY280_FJ.contig_37.region001","SaCNY280_FJ_c37_001","arenicola","1","GCF2034"
"SaCNY280_FJ.contig_4.region001","SaCNY280_FJ_c4_001","arenicola","1","GCF2428"
"SaCNY280_FJ.contig_4.region002","SaCNY280_FJ_c4_002","arenicola","1","GCF2414"
"SaCNY280_FJ.contig_5.region001","SaCNY280_FJ_c5_001","arenicola","1","GCF2547"
"SaCNY280_FJ.contig_50.region001","SaCNY280_FJ_c50_001","arenicola","1","GCF2044"
"SaCNY280_FJ.contig_7.region001","SaCNY280_FJ_c7_001","arenicola","1","GCF2537"
"SaCNY280_FJ.contig_7.region002","SaCNY280_FJ_c7_002","arenicola","1","GCF2890"
"SaCNY280_FJ.contig_7.region003","SaCNY280_FJ_c7_003","arenicola","1","GCF3394"
"SaCNY282_FJ.contig_0.region001","SaCNY282_FJ_c0_001","arenicola","1","GCF2530"
"SaCNY282_FJ.contig_10.region001","SaCNY282_FJ_c10_001","arenicola","1","GCF2010"
"SaCNY282_FJ.contig_10.region002","SaCNY282_FJ_c10_002","arenicola","1","GCF3071"
"SaCNY282_FJ.contig_10.region003","SaCNY282_FJ_c10_003","arenicola","1","GCF2559"
"SaCNY282_FJ.contig_10.region004","SaCNY282_FJ_c10_004","arenicola","1","GCF2423"
"SaCNY282_FJ.contig_11.region001","SaCNY282_FJ_c11_001","arenicola","1","GCF2414"
"SaCNY282_FJ.contig_12.region001","SaCNY282_FJ_c12_001","arenicola","1","GCF1937"
"SaCNY282_FJ.contig_12.region002","SaCNY282_FJ_c12_002","arenicola","1","GCF3313"
"SaCNY282_FJ.contig_15.region001","SaCNY282_FJ_c15_001","arenicola","1","GCF1429"
"SaCNY282_FJ.contig_18.region001","SaCNY282_FJ_c18_001","arenicola","1","GCF2557"
"SaCNY282_FJ.contig_18.region002","SaCNY282_FJ_c18_002","arenicola","1","GCF2165"
"SaCNY282_FJ.contig_19.region001","SaCNY282_FJ_c19_001","arenicola","1","GCF3070"
"SaCNY282_FJ.contig_2.region001","SaCNY282_FJ_c2_001","arenicola","1","GCF2046"
"SaCNY282_FJ.contig_2.region002","SaCNY282_FJ_c2_002","arenicola","1","GCF2047"
"SaCNY282_FJ.contig_2.region003","SaCNY282_FJ_c2_003","arenicola","1","GCF3327"
"SaCNY282_FJ.contig_2.region004","SaCNY282_FJ_c2_004","arenicola","1","GCF3069"
"SaCNY282_FJ.contig_26.region001","SaCNY282_FJ_c26_001","arenicola","1","GCF1995"
"SaCNY282_FJ.contig_28.region001","SaCNY282_FJ_c28_001","arenicola","1","GCF2031"
"SaCNY282_FJ.contig_3.region001","SaCNY282_FJ_c3_001","arenicola","1","GCF1958"
"SaCNY282_FJ.contig_33.region001","SaCNY282_FJ_c33_001","arenicola","1","GCF3366"
"SaCNY282_FJ.contig_37.region001","SaCNY282_FJ_c37_001","arenicola","1","GCF2012"
"SaCNY282_FJ.contig_39.region001","SaCNY282_FJ_c39_001","arenicola","1","GCF2044"
"SaCNY282_FJ.contig_4.region001","SaCNY282_FJ_c4_001","arenicola","1","GCF2547"
"SaCNY282_FJ.contig_5.region001","SaCNY282_FJ_c5_001","arenicola","1","GCF3059"
"SaCNY282_FJ.contig_7.region001","SaCNY282_FJ_c7_001","arenicola","1","GCF2045"
"SaCNY282_FJ.contig_8.region001","SaCNY282_FJ_c8_001","arenicola","1","GCF2040"
"SaCNY282_FJ.contig_9.region001","SaCNY282_FJ_c9_001","arenicola","1","GCF2428"
"SaCNY486_PV.contig_0.region001","SaCNY486_PV_c0_001","arenicola","1","GCF3374"
"SaCNY486_PV.contig_0.region002","SaCNY486_PV_c0_002","arenicola","1","GCF2042"
"SaCNY486_PV.contig_1.region001","SaCNY486_PV_c1_001","arenicola","1","GCF2047"
"SaCNY486_PV.contig_1.region002","SaCNY486_PV_c1_002","arenicola","1","GCF2046"
"SaCNY486_PV.contig_1.region003","SaCNY486_PV_c1_003","arenicola","1","GCF2010"
"SaCNY486_PV.contig_1.region004","SaCNY486_PV_c1_004","arenicola","1","GCF4046"
"SaCNY486_PV.contig_11.region001","SaCNY486_PV_c11_001","arenicola","1","GCF1937"
"SaCNY486_PV.contig_11.region002","SaCNY486_PV_c11_002","arenicola","1","GCF2172"
"SaCNY486_PV.contig_16.region001","SaCNY486_PV_c16_001","arenicola","1","GCF2040"
"SaCNY486_PV.contig_17.region001","SaCNY486_PV_c17_001","arenicola","1","GCF3439"
"SaCNY486_PV.contig_2.region001","SaCNY486_PV_c2_001","arenicola","1","GCF2547"
"SaCNY486_PV.contig_23.region001","SaCNY486_PV_c23_001","arenicola","1","GCF2162"
"SaCNY486_PV.contig_24.region001","SaCNY486_PV_c24_001","arenicola","1","GCF1958"
"SaCNY486_PV.contig_25.region001","SaCNY486_PV_c25_001","arenicola","1","GCF2557"
"SaCNY486_PV.contig_26.region001","SaCNY486_PV_c26_001","arenicola","1","GCF1958"
"SaCNY486_PV.contig_30.region001","SaCNY486_PV_c30_001","arenicola","1","GCF2031"
"SaCNY486_PV.contig_37.region001","SaCNY486_PV_c37_001","arenicola","1","GCF2890"
"SaCNY486_PV.contig_38.region001","SaCNY486_PV_c38_001","arenicola","1","GCF2531"
"SaCNY486_PV.contig_4.region001","SaCNY486_PV_c4_001","arenicola","1","GCF2414"
"SaCNY486_PV.contig_44.region001","SaCNY486_PV_c44_001","arenicola","1","GCF3070"
"SaCNY486_PV.contig_50.region001","SaCNY486_PV_c50_001","arenicola","1","GCF3394"
"SaCNY486_PV.contig_52.region001","SaCNY486_PV_c52_001","arenicola","1","GCF2044"
"SaCNY486_PV.contig_55.region001","SaCNY486_PV_c55_001","arenicola","1","GCF2531"
"SaCNY486_PV.contig_59.region001","SaCNY486_PV_c59_001","arenicola","1","GCF2034"
"SaCNY486_PV.contig_6.region001","SaCNY486_PV_c6_001","arenicola","1","GCF3059"
"SaCNY486_PV.contig_60.region001","SaCNY486_PV_c60_001","arenicola","1","GCF3399"
"SaCNY486_PV.contig_61.region001","SaCNY486_PV_c61_001","arenicola","1","GCF3400"
"SaCNY486_PV.contig_62.region001","SaCNY486_PV_c62_001","arenicola","1","GCF2165"
"SaCNY486_PV.contig_7.region001","SaCNY486_PV_c7_001","arenicola","1","GCF2045"
"SaCNY486_PV.contig_8.region001","SaCNY486_PV_c8_001","arenicola","1","GCF1429"
"SaCNY486_PV.contig_8.region002","SaCNY486_PV_c8_002","arenicola","1","GCF3069"
"SaCNY679_YU.contig_0.region001","SaCNY679_YU_c0_001","arenicola","1","GCF2022"
"SaCNY679_YU.contig_10.region001","SaCNY679_YU_c10_001","arenicola","1","GCF2042"
"SaCNY679_YU.contig_13.region001","SaCNY679_YU_c13_001","arenicola","1","GCF1947"
"SaCNY679_YU.contig_15.region001","SaCNY679_YU_c15_001","arenicola","1","GCF3070"
"SaCNY679_YU.contig_17.region001","SaCNY679_YU_c17_001","arenicola","1","GCF2031"
"SaCNY679_YU.contig_18.region001","SaCNY679_YU_c18_001","arenicola","1","GCF3537"
"SaCNY679_YU.contig_18.region002","SaCNY679_YU_c18_002","arenicola","1","GCF2027"
"SaCNY679_YU.contig_2.region001","SaCNY679_YU_c2_001","arenicola","1","GCF3439"
"SaCNY679_YU.contig_2.region002","SaCNY679_YU_c2_002","arenicola","1","GCF2414"
"SaCNY679_YU.contig_20.region001","SaCNY679_YU_c20_001","arenicola","1","GCF2025"
"SaCNY679_YU.contig_25.region001","SaCNY679_YU_c25_001","arenicola","1","GCF2040"
"SaCNY679_YU.contig_29.region001","SaCNY679_YU_c29_001","arenicola","1","GCF3416"
"SaCNY679_YU.contig_3.region001","SaCNY679_YU_c3_001","arenicola","1","GCF2165"
"SaCNY679_YU.contig_3.region002","SaCNY679_YU_c3_002","arenicola","1","GCF2557"
"SaCNY679_YU.contig_31.region001","SaCNY679_YU_c31_001","arenicola","1","GCF3419"
"SaCNY679_YU.contig_32.region001","SaCNY679_YU_c32_001","arenicola","1","GCF2010"
"SaCNY679_YU.contig_33.region001","SaCNY679_YU_c33_001","arenicola","1","GCF1958"
"SaCNY679_YU.contig_35.region001","SaCNY679_YU_c35_001","arenicola","1","GCF2943"
"SaCNY679_YU.contig_46.region001","SaCNY679_YU_c46_001","arenicola","1","GCF2044"
"SaCNY679_YU.contig_5.region001","SaCNY679_YU_c5_001","arenicola","1","GCF2547"
"SaCNY679_YU.contig_6.region001","SaCNY679_YU_c6_001","arenicola","1","GCF2047"
"SaCNY679_YU.contig_6.region002","SaCNY679_YU_c6_002","arenicola","1","GCF2046"
"SaCNY679_YU.contig_7.region001","SaCNY679_YU_c7_001","arenicola","1","GCF2045"
"SaCNY679_YU.contig_8.region001","SaCNY679_YU_c8_001","arenicola","1","GCF3313"
"SaCNY679_YU.contig_8.region002","SaCNY679_YU_c8_002","arenicola","1","GCF2030"
"SaCNY679_YU.contig_9.region001","SaCNY679_YU_c9_001","arenicola","1","GCF3059"
"SaCNY685_YU.contig_0.region001","SaCNY685_YU_c0_001","arenicola","1","GCF2042"
"SaCNY685_YU.contig_1.region001","SaCNY685_YU_c1_001","arenicola","1","GCF2040"
"SaCNY685_YU.contig_1.region002","SaCNY685_YU_c1_002","arenicola","1","GCF3433"
"SaCNY685_YU.contig_14.region001","SaCNY685_YU_c14_001","arenicola","1","GCF1937"
"SaCNY685_YU.contig_14.region002","SaCNY685_YU_c14_002","arenicola","1","GCF3313"
"SaCNY685_YU.contig_17.region001","SaCNY685_YU_c17_001","arenicola","1","GCF3436"
"SaCNY685_YU.contig_18.region001","SaCNY685_YU_c18_001","arenicola","1","GCF3069"
"SaCNY685_YU.contig_2.region001","SaCNY685_YU_c2_001","arenicola","1","GCF2414"
"SaCNY685_YU.contig_2.region002","SaCNY685_YU_c2_002","arenicola","1","GCF3439"
"SaCNY685_YU.contig_22.region001","SaCNY685_YU_c22_001","arenicola","1","GCF2557"
"SaCNY685_YU.contig_23.region001","SaCNY685_YU_c23_001","arenicola","1","GCF2530"
"SaCNY685_YU.contig_24.region001","SaCNY685_YU_c24_001","arenicola","1","GCF2010"
"SaCNY685_YU.contig_27.region001","SaCNY685_YU_c27_001","arenicola","1","GCF3070"
"SaCNY685_YU.contig_28.region001","SaCNY685_YU_c28_001","arenicola","1","GCF1971"
"SaCNY685_YU.contig_3.region001","SaCNY685_YU_c3_001","arenicola","1","GCF3059"
"SaCNY685_YU.contig_31.region001","SaCNY685_YU_c31_001","arenicola","1","GCF2038"
"SaCNY685_YU.contig_33.region001","SaCNY685_YU_c33_001","arenicola","1","GCF2559"
"SaCNY685_YU.contig_34.region001","SaCNY685_YU_c34_001","arenicola","1","GCF2031"
"SaCNY685_YU.contig_38.region001","SaCNY685_YU_c38_001","arenicola","1","GCF3865"
"SaCNY685_YU.contig_4.region001","SaCNY685_YU_c4_001","arenicola","1","GCF2547"
"SaCNY685_YU.contig_40.region001","SaCNY685_YU_c40_001","arenicola","1","GCF2172"
"SaCNY685_YU.contig_48.region001","SaCNY685_YU_c48_001","arenicola","1","GCF1429"
"SaCNY685_YU.contig_5.region001","SaCNY685_YU_c5_001","arenicola","1","GCF2558"
"SaCNY685_YU.contig_51.region001","SaCNY685_YU_c51_001","arenicola","1","GCF3454"
"SaCNY685_YU.contig_53.region001","SaCNY685_YU_c53_001","arenicola","1","GCF2025"
"SaCNY685_YU.contig_55.region001","SaCNY685_YU_c55_001","arenicola","1","GCF3456"
"SaCNY685_YU.contig_56.region001","SaCNY685_YU_c56_001","arenicola","1","GCF3457"
"SaCNY685_YU.contig_57.region001","SaCNY685_YU_c57_001","arenicola","1","GCF2014"
"SaCNY685_YU.contig_59.region001","SaCNY685_YU_c59_001","arenicola","1","GCF3459"
"SaCNY685_YU.contig_6.region001","SaCNY685_YU_c6_001","arenicola","1","GCF2045"
"SaCNY685_YU.contig_65.region001","SaCNY685_YU_c65_001","arenicola","1","GCF3394"
"SaCNY685_YU.contig_7.region001","SaCNY685_YU_c7_001","arenicola","1","GCF2047"
"SaCNY685_YU.contig_7.region002","SaCNY685_YU_c7_002","arenicola","1","GCF2046"
"SaCNY685_YU.contig_70.region001","SaCNY685_YU_c70_001","arenicola","1","GCF2012"
"SaCNY685_YU.contig_9.region001","SaCNY685_YU_c9_001","arenicola","1","GCF1958"
"SaCNY690_YU.contig_1.region001","SaCNY690_YU_c1_001","arenicola","1","GCF2547"
"SaCNY690_YU.contig_11.region001","SaCNY690_YU_c11_001","arenicola","1","GCF3069"
"SaCNY690_YU.contig_13.region001","SaCNY690_YU_c13_001","arenicola","1","GCF3564"
"SaCNY690_YU.contig_15.region001","SaCNY690_YU_c15_001","arenicola","1","GCF3439"
"SaCNY690_YU.contig_17.region001","SaCNY690_YU_c17_001","arenicola","1","GCF2530"
"SaCNY690_YU.contig_19.region001","SaCNY690_YU_c19_001","arenicola","1","GCF2010"
"SaCNY690_YU.contig_2.region001","SaCNY690_YU_c2_001","arenicola","1","GCF2047"
"SaCNY690_YU.contig_2.region002","SaCNY690_YU_c2_002","arenicola","1","GCF2046"
"SaCNY690_YU.contig_21.region001","SaCNY690_YU_c21_001","arenicola","1","GCF1995"
"SaCNY690_YU.contig_25.region001","SaCNY690_YU_c25_001","arenicola","1","GCF2042"
"SaCNY690_YU.contig_27.region001","SaCNY690_YU_c27_001","arenicola","1","GCF2038"
"SaCNY690_YU.contig_3.region001","SaCNY690_YU_c3_001","arenicola","1","GCF2045"
"SaCNY690_YU.contig_37.region001","SaCNY690_YU_c37_001","arenicola","1","GCF2559"
"SaCNY690_YU.contig_39.region001","SaCNY690_YU_c39_001","arenicola","1","GCF3865"
"SaCNY690_YU.contig_4.region001","SaCNY690_YU_c4_001","arenicola","1","GCF2414"
"SaCNY690_YU.contig_44.region001","SaCNY690_YU_c44_001","arenicola","1","GCF1947"
"SaCNY690_YU.contig_46.region001","SaCNY690_YU_c46_001","arenicola","1","GCF3313"
"SaCNY690_YU.contig_48.region001","SaCNY690_YU_c48_001","arenicola","1","GCF3509"
"SaCNY690_YU.contig_49.region001","SaCNY690_YU_c49_001","arenicola","1","GCF2557"
"SaCNY690_YU.contig_5.region001","SaCNY690_YU_c5_001","arenicola","1","GCF3059"
"SaCNY690_YU.contig_68.region001","SaCNY690_YU_c68_001","arenicola","1","GCF2165"
"SaCNY690_YU.contig_69.region001","SaCNY690_YU_c69_001","arenicola","1","GCF2044"
"SaCNY690_YU.contig_7.region001","SaCNY690_YU_c7_001","arenicola","1","GCF2040"
"SaCNY690_YU.contig_79.region001","SaCNY690_YU_c79_001","arenicola","1","GCF3489"
"SaCNY690_YU.contig_8.region001","SaCNY690_YU_c8_001","arenicola","1","GCF1937"
"SaCNY690_YU.contig_8.region002","SaCNY690_YU_c8_002","arenicola","1","GCF2172"
"SaCNY690_YU.contig_9.region001","SaCNY690_YU_c9_001","arenicola","1","GCF1958"
"SaCNY694_YU.contig_1.region001","SaCNY694_YU_c1_001","arenicola","1","GCF1958"
"SaCNY694_YU.contig_10.region001","SaCNY694_YU_c10_001","arenicola","1","GCF1937"
"SaCNY694_YU.contig_10.region002","SaCNY694_YU_c10_002","arenicola","1","GCF3313"
"SaCNY694_YU.contig_11.region001","SaCNY694_YU_c11_001","arenicola","1","GCF2530"
"SaCNY694_YU.contig_12.region001","SaCNY694_YU_c12_001","arenicola","1","GCF2165"
"SaCNY694_YU.contig_14.region001","SaCNY694_YU_c14_001","arenicola","1","GCF2045"
"SaCNY694_YU.contig_15.region001","SaCNY694_YU_c15_001","arenicola","1","GCF2414"
"SaCNY694_YU.contig_16.region001","SaCNY694_YU_c16_001","arenicola","1","GCF3069"
"SaCNY694_YU.contig_18.region001","SaCNY694_YU_c18_001","arenicola","1","GCF2038"
"SaCNY694_YU.contig_2.region001","SaCNY694_YU_c2_001","arenicola","1","GCF2047"
"SaCNY694_YU.contig_2.region002","SaCNY694_YU_c2_002","arenicola","1","GCF2046"
"SaCNY694_YU.contig_20.region001","SaCNY694_YU_c20_001","arenicola","1","GCF2010"
"SaCNY694_YU.contig_28.region001","SaCNY694_YU_c28_001","arenicola","1","GCF3040"
"SaCNY694_YU.contig_29.region001","SaCNY694_YU_c29_001","arenicola","1","GCF1995"
"SaCNY694_YU.contig_3.region001","SaCNY694_YU_c3_001","arenicola","1","GCF2547"
"SaCNY694_YU.contig_31.region001","SaCNY694_YU_c31_001","arenicola","1","GCF2557"
"SaCNY694_YU.contig_35.region001","SaCNY694_YU_c35_001","arenicola","1","GCF3509"
"SaCNY694_YU.contig_36.region001","SaCNY694_YU_c36_001","arenicola","1","GCF3865"
"SaCNY694_YU.contig_37.region001","SaCNY694_YU_c37_001","arenicola","1","GCF3313"
"SaCNY694_YU.contig_4.region001","SaCNY694_YU_c4_001","arenicola","1","GCF2040"
"SaCNY694_YU.contig_40.region001","SaCNY694_YU_c40_001","arenicola","1","GCF2559"
"SaCNY694_YU.contig_43.region001","SaCNY694_YU_c43_001","arenicola","1","GCF3394"
"SaCNY694_YU.contig_48.region001","SaCNY694_YU_c48_001","arenicola","1","GCF1947"
"SaCNY694_YU.contig_51.region001","SaCNY694_YU_c51_001","arenicola","1","GCF2014"
"SaCNY694_YU.contig_54.region001","SaCNY694_YU_c54_001","arenicola","1","GCF3517"
"SaCNY694_YU.contig_55.region001","SaCNY694_YU_c55_001","arenicola","1","GCF2044"
"SaCNY694_YU.contig_61.region001","SaCNY694_YU_c61_001","arenicola","1","GCF3519"
"SaCNY694_YU.contig_62.region001","SaCNY694_YU_c62_001","arenicola","1","GCF2162"
"SaCNY694_YU.contig_8.region001","SaCNY694_YU_c8_001","arenicola","1","GCF3439"
"SaCNY694_YU.contig_9.region001","SaCNY694_YU_c9_001","arenicola","1","GCF3059"
"SaDSM45545_FJ.contig_0.region001","SaDSM45545_FJ_c0_001","arenicola","1","GCF3059"
"SaDSM45545_FJ.contig_0.region002","SaDSM45545_FJ_c0_002","arenicola","1","GCF2031"
"SaDSM45545_FJ.contig_0.region003","SaDSM45545_FJ_c0_003","arenicola","1","GCF2030"
"SaDSM45545_FJ.contig_0.region004","SaDSM45545_FJ_c0_004","arenicola","1","GCF3313"
"SaDSM45545_FJ.contig_0.region005","SaDSM45545_FJ_c0_005","arenicola","1","GCF2045"
"SaDSM45545_FJ.contig_0.region006","SaDSM45545_FJ_c0_006","arenicola","1","GCF2423"
"SaDSM45545_FJ.contig_0.region007","SaDSM45545_FJ_c0_007","arenicola","1","GCF2559"
"SaDSM45545_FJ.contig_0.region008","SaDSM45545_FJ_c0_008","arenicola","1","GCF3071"
"SaDSM45545_FJ.contig_0.region009","SaDSM45545_FJ_c0_009","arenicola","1","GCF2010"
"SaDSM45545_FJ.contig_0.region010","SaDSM45545_FJ_c0_010","arenicola","1","GCF2046"
"SaDSM45545_FJ.contig_0.region011","SaDSM45545_FJ_c0_011","arenicola","1","GCF2047"
"SaDSM45545_FJ.contig_0.region012","SaDSM45545_FJ_c0_012","arenicola","1","GCF3327"
"SaDSM45545_FJ.contig_0.region013","SaDSM45545_FJ_c0_013","arenicola","1","GCF1947"
"SaDSM45545_FJ.contig_0.region014","SaDSM45545_FJ_c0_014","arenicola","1","GCF2027"
"SaDSM45545_FJ.contig_0.region015","SaDSM45545_FJ_c0_015","arenicola","1","GCF3537"
"SaDSM45545_FJ.contig_0.region016","SaDSM45545_FJ_c0_016","arenicola","1","GCF2042"
"SaDSM45545_FJ.contig_0.region017","SaDSM45545_FJ_c0_017","arenicola","1","GCF3419"
"SaDSM45545_FJ.contig_0.region018","SaDSM45545_FJ_c0_018","arenicola","1","GCF3070"
"SaDSM45545_FJ.contig_0.region019","SaDSM45545_FJ_c0_019","arenicola","1","GCF2038"
"SaDSM45545_FJ.contig_0.region020","SaDSM45545_FJ_c0_020","arenicola","1","GCF2414"
"SaDSM45545_FJ.contig_0.region021","SaDSM45545_FJ_c0_021","arenicola","1","GCF3439"
"SaDSM45545_FJ.contig_0.region022","SaDSM45545_FJ_c0_022","arenicola","1","GCF2547"
"SaDSM45545_FJ.contig_0.region023","SaDSM45545_FJ_c0_023","arenicola","1","GCF2735"
"SaDSM45545_FJ.contig_0.region024","SaDSM45545_FJ_c0_024","arenicola","1","GCF2040"
"SaDSM45545_FJ.contig_0.region025","SaDSM45545_FJ_c0_025","arenicola","1","GCF2557"
"SaDSM45545_FJ.contig_0.region026","SaDSM45545_FJ_c0_026","arenicola","1","GCF2558"
"SpCNH732_RS.contig_1.region001","SpCNH732_RS_c1_001","pacifica","1","GCF3549"
"SpCNH732_RS.contig_11.region001","SpCNH732_RS_c11_001","pacifica","1","GCF3583"
"SpCNH732_RS.contig_17.region001","SpCNH732_RS_c17_001","pacifica","1","GCF3551"
"SpCNH732_RS.contig_18.region001","SpCNH732_RS_c18_001","pacifica","1","GCF3578"
"SpCNH732_RS.contig_2.region001","SpCNH732_RS_c2_001","pacifica","1","GCF3953"
"SpCNH732_RS.contig_2.region002","SpCNH732_RS_c2_002","pacifica","1","GCF3572"
"SpCNH732_RS.contig_20.region001","SpCNH732_RS_c20_001","pacifica","1","GCF4007"
"SpCNH732_RS.contig_22.region001","SpCNH732_RS_c22_001","pacifica","1","GCF3580"
"SpCNH732_RS.contig_23.region001","SpCNH732_RS_c23_001","pacifica","1","GCF3581"
"SpCNH732_RS.contig_26.region001","SpCNH732_RS_c26_001","pacifica","1","GCF3558"
"SpCNH732_RS.contig_3.region001","SpCNH732_RS_c3_001","pacifica","1","GCF3964"
"SpCNH732_RS.contig_3.region002","SpCNH732_RS_c3_002","pacifica","1","GCF4342"
"SpCNH732_RS.contig_31.region001","SpCNH732_RS_c31_001","pacifica","1","GCF3561"
"SpCNH732_RS.contig_4.region001","SpCNH732_RS_c4_001","pacifica","1","GCF3576"
"SpCNH732_RS.contig_4.region002","SpCNH732_RS_c4_002","pacifica","1","GCF3563"
"SpCNH732_RS.contig_5.region001","SpCNH732_RS_c5_001","pacifica","1","GCF3564"
"SpCNH732_RS.contig_5.region002","SpCNH732_RS_c5_002","pacifica","1","GCF3853"
"SpCNH732_RS.contig_7.region001","SpCNH732_RS_c7_001","pacifica","1","GCF4020"
"SpCNH732_RS.contig_7.region002","SpCNH732_RS_c7_002","pacifica","1","GCF3567"
"SpCNH732_RS.contig_8.region001","SpCNH732_RS_c8_001","pacifica","1","GCF3865"
"SpCNH732_RS.contig_8.region002","SpCNH732_RS_c8_002","pacifica","1","GCF3894"
"SpCNQ768_GU.contig_0.region001","SpCNQ768_GU_c0_001","pacifica","1","GCF4035"
"SpCNQ768_GU.contig_1.region001","SpCNQ768_GU_c1_001","pacifica","1","GCF4733"
"SpCNQ768_GU.contig_1.region002","SpCNQ768_GU_c1_002","pacifica","1","GCF3572"
"SpCNQ768_GU.contig_12.region001","SpCNQ768_GU_c12_001","pacifica","1","GCF4607"
"SpCNQ768_GU.contig_15.region001","SpCNQ768_GU_c15_001","pacifica","1","GCF3964"
"SpCNQ768_GU.contig_19.region001","SpCNQ768_GU_c19_001","pacifica","1","GCF3894"
"SpCNQ768_GU.contig_2.region001","SpCNQ768_GU_c2_001","pacifica","1","GCF3576"
"SpCNQ768_GU.contig_2.region002","SpCNQ768_GU_c2_002","pacifica","1","GCF3563"
"SpCNQ768_GU.contig_20.region001","SpCNQ768_GU_c20_001","pacifica","1","GCF3578"
"SpCNQ768_GU.contig_22.region001","SpCNQ768_GU_c22_001","pacifica","1","GCF4007"
"SpCNQ768_GU.contig_24.region001","SpCNQ768_GU_c24_001","pacifica","1","GCF3580"
"SpCNQ768_GU.contig_26.region001","SpCNQ768_GU_c26_001","pacifica","1","GCF3581"
"SpCNQ768_GU.contig_33.region001","SpCNQ768_GU_c33_001","pacifica","1","GCF3582"
"SpCNQ768_GU.contig_4.region001","SpCNQ768_GU_c4_001","pacifica","1","GCF3583"
"SpCNQ768_GU.contig_46.region001","SpCNQ768_GU_c46_001","pacifica","1","GCF3584"
"SpCNQ768_GU.contig_6.region001","SpCNQ768_GU_c6_001","pacifica","1","GCF3865"
"SpCNQ768_GU.contig_6.region002","SpCNQ768_GU_c6_002","pacifica","1","GCF4020"
"SpCNQ768_GU.contig_6.region003","SpCNQ768_GU_c6_003","pacifica","1","GCF3558"
"SpCNQ768_GU.contig_67.region001","SpCNQ768_GU_c67_001","pacifica","1","GCF3588"
"SpCNQ768_GU.contig_7.region001","SpCNQ768_GU_c7_001","pacifica","1","GCF3589"
"SpCNQ768_GU.contig_7.region002","SpCNQ768_GU_c7_002","pacifica","1","GCF3551"
"SpCNQ768_GU.contig_7.region003","SpCNQ768_GU_c7_003","pacifica","1","GCF3965"
"SpCNQ768_GU.contig_8.region001","SpCNQ768_GU_c8_001","pacifica","1","GCF3549"
"SpCNQ768_GU.contig_9.region001","SpCNQ768_GU_c9_001","pacifica","1","GCF3567"
"SpCNR114_GU.contig_1.region001","SpCNR114_GU_c1_001","pacifica","1","GCF3964"
"SpCNR114_GU.contig_1.region002","SpCNR114_GU_c1_002","pacifica","1","GCF3965"
"SpCNR114_GU.contig_1.region003","SpCNR114_GU_c1_003","pacifica","1","GCF3551"
"SpCNR114_GU.contig_11.region001","SpCNR114_GU_c11_001","pacifica","1","GCF3953"
"SpCNR114_GU.contig_13.region001","SpCNR114_GU_c13_001","pacifica","1","GCF3567"
"SpCNR114_GU.contig_16.region001","SpCNR114_GU_c16_001","pacifica","1","GCF4068"
"SpCNR114_GU.contig_2.region001","SpCNR114_GU_c2_001","pacifica","1","GCF3563"
"SpCNR114_GU.contig_2.region002","SpCNR114_GU_c2_002","pacifica","1","GCF3576"
"SpCNR114_GU.contig_22.region001","SpCNR114_GU_c22_001","pacifica","1","GCF3578"
"SpCNR114_GU.contig_24.region001","SpCNR114_GU_c24_001","pacifica","1","GCF3581"
"SpCNR114_GU.contig_24.region002","SpCNR114_GU_c24_002","pacifica","1","GCF3581"
"SpCNR114_GU.contig_25.region001","SpCNR114_GU_c25_001","pacifica","1","GCF3894"
"SpCNR114_GU.contig_26.region001","SpCNR114_GU_c26_001","pacifica","1","GCF3606"
"SpCNR114_GU.contig_31.region001","SpCNR114_GU_c31_001","pacifica","1","GCF3558"
"SpCNR114_GU.contig_33.region001","SpCNR114_GU_c33_001","pacifica","1","GCF4008"
"SpCNR114_GU.contig_35.region001","SpCNR114_GU_c35_001","pacifica","1","GCF4007"
"SpCNR114_GU.contig_45.region001","SpCNR114_GU_c45_001","pacifica","1","GCF4020"
"SpCNR114_GU.contig_5.region001","SpCNR114_GU_c5_001","pacifica","1","GCF3564"
"SpCNR114_GU.contig_53.region001","SpCNR114_GU_c53_001","pacifica","1","GCF3612"
"SpCNR114_GU.contig_58.region001","SpCNR114_GU_c58_001","pacifica","1","GCF3875"
"SpCNR114_GU.contig_6.region001","SpCNR114_GU_c6_001","pacifica","1","GCF3583"
